,代码,名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
416,002919,名臣健康,45.49,2.45,5.69,7389,32849442.0,5.76,45.5,43.02,43.04,43.04,0.81,1.09,28.09,7.68,5555955040,3086843134
417,603366,日出东方,4.83,0.26,5.69,122559,58562013.0,7.66,4.9,4.55,4.55,4.57,1.59,1.53,55.49,1.18,3864000000,3864000000
418,002280,联络互动,5.76,0.31,5.69,482443,274941872.0,6.24,5.81,5.47,5.48,5.45,1.36,2.73,38.7,6.1,12540382128,10189368248
419,603220,中贝通信,15.06,0.81,5.68,97227,145125972.0,7.58,15.35,14.27,14.45,14.25,1.27,5.34,41.44,3.14,5086665600,2739521212
420,603637,镇海股份,7.44,0.4,5.68,26092,19132745.0,5.82,7.48,7.07,7.12,7.04,0.8,1.07,26.38,2.35,1813143126,1812967095
421,688026,洁特生物,68.47,3.68,5.68,5164,34547599.0,6.48,68.99,64.79,65.0,64.79,1.03,1.08,36.86,7.76,6847000000,3269099260
422,603444,吉比特,391.28,20.97,5.66,11020,423457472.0,5.68,391.68,370.63,370.63,370.31,0.99,1.53,15.61,7.15,28119161907,28119161907
423,600293,三峡新材,3.55,0.19,5.65,308162,107216239.0,7.14,3.59,3.35,3.36,3.36,0.83,2.66,-19.34,2.36,4118514913,4118514913
424,300682,朗新科技,25.82,1.38,5.65,95427,244940416.0,7.36,26.18,24.38,24.65,24.44,0.59,1.33,112.41,5.06,26607302201,18499242981
425,002483,润邦股份,5.99,0.32,5.64,205326,120486898.0,5.47,6.01,5.7,5.75,5.67,0.44,2.38,13.8,1.37,5644309523,5171407702
426,300790,宇瞳光学,35.95,1.92,5.64,36339,131027507.0,10.84,36.99,33.3,33.3,34.03,1.7,3.36,28.59,5.22,7877333227,3883254182
427,603078,江化微,22.52,1.2,5.63,29231,64878207.0,4.83,22.62,21.59,21.93,21.32,0.69,1.49,144.43,3.96,4413294867,4413294867
428,002192,融捷股份,133.0,7.08,5.62,93988,1244819248.0,6.11,135.2,127.5,130.34,125.92,0.86,3.63,1362.0,59.34,34534141999,34462990324
429,603949,雪龙集团,20.67,1.1,5.62,44889,92378623.0,7.26,20.99,19.57,19.9,19.57,1.15,8.56,27.0,4.43,4336692087,1084306860
430,600202,哈空调,5.08,0.27,5.61,132594,66431404.0,7.07,5.14,4.8,4.84,4.81,0.97,3.46,15.11,2.52,1947370614,1947370614
431,002694,顾地科技,3.2,0.17,5.61,72160,22642691.0,4.95,3.2,3.05,3.05,3.03,0.35,1.36,-19.96,2.77,1911029760,1695904035
432,600117,西宁特钢,4.33,0.23,5.61,161689,69033090.0,5.85,4.37,4.13,4.14,4.1,0.79,1.55,-23.41,3.33,4525362031,4525362031
433,300150,世纪瑞尔,4.52,0.24,5.61,83320,37072705.0,6.07,4.55,4.29,4.3,4.28,1.01,1.63,-129.48,1.4,2644679360,2308229462
434,002597,金禾实业,39.37,2.09,5.61,148529,573274256.0,7.75,39.7,36.81,36.9,37.28,0.77,2.65,25.13,4.43,22082960007,22026780316
435,600114,东睦股份,8.5,0.45,5.59,107102,89591745.0,5.59,8.51,8.06,8.06,8.05,1.05,1.74,43.19,2.0,5239259555,5239259555
436,600257,大湖股份,7.18,0.38,5.59,498807,356561136.0,7.65,7.32,6.8,6.84,6.8,0.78,10.37,221.78,2.98,3455283010,3455283010
437,600791,京能置业,3.78,0.2,5.59,67377,25164134.0,6.98,3.81,3.56,3.56,3.58,0.99,1.49,201.91,1.09,1711886400,1709745771
438,000798,中水渔业,7.39,0.39,5.57,59616,43512274.0,5.71,7.43,7.03,7.03,7.0,1.06,1.87,267.14,3.85,2360772450,2360495325
439,000998,隆平高科,21.43,1.13,5.57,306220,648535776.0,6.5,21.52,20.2,20.75,20.3,1.0,2.88,-247.09,5.01,28222673486,22755914324
440,601595,上海电影,11.19,0.59,5.57,96617,105791317.0,6.32,11.22,10.55,10.65,10.6,2.85,2.16,75.22,2.61,5015358000,5015358000
441,300549,优德精密,17.1,0.9,5.56,15966,26925298.0,5.99,17.2,16.23,16.23,16.2,1.11,1.6,54.88,4.31,2280114000,1702604250
442,002505,鹏都农牧,2.47,0.13,5.56,1107688,265920933.0,8.12,2.49,2.3,2.32,2.34,1.83,2.02,101.29,2.65,15744424887,13548869334
443,003032,传智教育,21.11,1.11,5.55,32425,67465940.0,6.75,21.35,20.0,20.0,20.0,0.86,8.06,162.58,7.31,8495666725,849566673
444,300695,兆丰股份,51.78,2.72,5.54,3459,17773274.0,6.69,52.45,49.17,49.23,49.06,1.47,0.52,30.87,1.83,3452571306,3452571306
445,600399,抚顺特钢,21.74,1.14,5.53,250942,538295040.0,6.46,21.93,20.6,20.6,20.6,0.86,1.27,49.71,7.85,42873454000,42873454000
446,600444,国机通用,11.66,0.61,5.52,26160,30114178.0,4.98,11.73,11.18,11.18,11.05,0.76,1.79,31.71,2.67,1707279727,1707279727
447,300014,亿纬锂能,99.03,5.18,5.52,376907,3678650560.0,6.21,99.35,93.52,94.11,93.85,1.29,2.05,62.85,11.53,187883226217,181951746233
448,300409,道氏技术,24.7,1.29,5.51,147941,361989808.0,4.87,24.88,23.74,23.75,23.41,0.62,3.39,27.22,3.63,14283693371,10775813697
449,002361,神剑股份,5.17,0.27,5.51,224261,113423342.0,6.12,5.18,4.88,4.98,4.9,1.02,3.35,29.08,2.43,4330258180,3456556692
450,002795,永和智控,11.3,0.59,5.51,23723,26303735.0,5.32,11.35,10.78,10.84,10.71,0.71,1.68,44.28,3.35,2260000000,1599227562
451,600333,长春燃气,6.53,0.34,5.49,386658,246214605.0,9.37,6.68,6.1,6.11,6.19,0.95,6.35,-31.81,1.95,3976970367,3976970367
452,300228,富瑞特装,7.89,0.41,5.48,257455,200294584.0,4.81,7.94,7.58,7.6,7.48,0.85,4.74,71.24,2.33,4539956094,4283385129
453,002479,富春环保,6.74,0.35,5.48,321524,214424435.0,5.95,6.78,6.4,6.44,6.39,1.19,3.73,12.5,1.49,5830100000,5805204806
454,000791,甘肃电投,6.56,0.34,5.47,886732,567498976.0,9.97,6.7,6.08,6.28,6.22,0.71,6.52,30.31,1.33,8918823021,8918650821
455,603101,汇嘉时代,5.79,0.3,5.46,30702,17523369.0,6.56,5.84,5.48,5.49,5.49,1.56,0.65,22.56,1.87,2723616000,2723616000
456,002780,三夫户外,16.6,0.86,5.46,24338,39979601.0,5.02,16.66,15.87,16.02,15.74,0.95,2.2,814.08,4.57,2413119474,1834664851
457,601339,百隆东方,5.41,0.28,5.46,161286,85829504.0,6.04,5.44,5.13,5.18,5.13,1.24,1.08,7.37,0.98,8115000000,8115000000
458,603968,醋化股份,16.87,0.87,5.44,52744,87829432.0,6.5,17.07,16.03,16.37,16.0,0.65,2.58,21.38,2.02,3449577600,3449577600
459,002576,通达动力,16.1,0.83,5.44,133382,211846085.0,10.35,16.35,14.77,14.77,15.27,0.91,8.11,21.18,2.6,2658110000,2647085589
460,688559,海目星,57.04,2.94,5.43,16931,95197110.0,7.17,57.88,54.0,55.67,54.1,0.84,1.32,175.29,8.07,11408000000,7305395148
461,688556,高测股份,49.0,2.52,5.42,33467,161165586.0,9.96,50.35,45.72,46.0,46.48,1.19,3.03,54.29,7.59,7930718600,5411109347
462,300829,金丹科技,46.13,2.37,5.42,13413,60778060.0,4.75,46.18,44.1,44.1,43.76,0.84,1.35,59.25,6.18,8333594253,4581896709
463,300345,华民股份,5.07,0.26,5.41,58795,29550382.0,6.24,5.12,4.82,4.82,4.81,0.82,1.33,188.2,4.43,2237368099,2237368099
464,300374,中铁装配,13.07,0.67,5.4,26693,34499425.0,6.13,13.16,12.4,12.4,12.4,0.64,1.41,-12.27,2.29,3214074245,2473379530
465,300068,南都电源,11.9,0.61,5.4,248081,291503600.0,7.44,12.15,11.31,11.31,11.29,1.1,3.0,137.08,1.68,10199477767,9835735560
466,600796,钱江生化,6.05,0.31,5.4,63682,38351565.0,4.36,6.13,5.88,5.89,5.74,0.77,2.11,132.58,3.0,1823482971,1823482971
467,600596,新安股份,31.49,1.61,5.39,494459,1552410336.0,6.86,32.25,30.2,30.83,29.88,0.75,6.73,15.3,3.6,25771113255,23151145255
468,300229,拓尔思,9.79,0.5,5.38,144911,139777437.0,4.74,9.82,9.38,9.4,9.29,0.72,2.04,63.85,3.2,6997436540,6938200109
469,300031,宝通科技,19.05,0.97,5.37,173457,328357280.0,5.86,19.36,18.3,18.45,18.08,0.78,5.34,15.18,2.46,7558489169,6182247103
470,002693,双成药业,4.72,0.24,5.36,65817,30791256.0,6.03,4.77,4.5,4.5,4.48,1.03,1.63,162.14,3.87,1944640000,1904127395
471,002326,永太科技,53.12,2.7,5.36,511174,2653060016.0,11.94,54.52,48.5,50.36,50.42,0.99,7.58,244.3,13.53,46563201590,35805561179
472,300503,昊志机电,14.96,0.76,5.35,129714,193643544.0,4.37,15.15,14.53,14.53,14.2,0.59,6.56,21.95,3.65,4578849627,2958867490
473,002434,万里扬,10.83,0.55,5.35,280924,302574992.0,6.32,11.0,10.35,10.36,10.28,0.58,2.1,23.33,2.28,14512200000,14502066369
474,300757,罗博特科,41.19,2.09,5.35,8852,36438157.0,7.39,42.09,39.2,39.21,39.1,0.66,1.61,62.21,5.87,4283760000,2260004682
475,603222,济民医疗,14.42,0.73,5.33,62611,89008139.0,6.06,14.5,13.67,13.67,13.69,0.85,1.96,23.37,4.09,4913520809,4614400000
476,002048,宁波华翔,21.73,1.1,5.33,135057,292238432.0,6.35,22.04,20.73,20.73,20.63,1.21,2.42,10.5,1.3,13607919533,12135785285
477,300055,万邦达,13.25,0.67,5.33,275354,363486608.0,6.92,13.47,12.6,12.61,12.58,0.72,3.19,34.88,2.26,11463698799,11436063605
478,600642,申能股份,7.92,0.4,5.32,1085536,836200896.0,7.85,7.94,7.35,7.35,7.52,1.26,2.41,12.38,1.26,38903343463,35703473383
479,603076,乐惠国际,33.86,1.71,5.32,20130,66795535.0,6.63,34.19,32.06,32.14,32.15,0.97,1.67,36.45,3.13,4086947508,4086947508
480,603897,长城科技,52.7,2.66,5.32,57674,302907616.0,11.77,54.9,49.01,49.7,50.04,0.81,3.14,22.99,5.11,9665900567,9665900567
481,300290,荣科科技,5.95,0.3,5.31,286149,166060944.0,8.14,6.04,5.58,5.88,5.65,0.84,5.04,156.42,2.5,3803463536,3381419010
482,002442,龙星化工,7.14,0.36,5.31,220387,155161011.0,4.87,7.18,6.85,6.85,6.78,0.56,4.6,14.18,2.42,3496315200,3418495983
483,301018,申菱环境,19.85,1.0,5.31,46464,91533099.0,5.73,20.09,19.01,19.02,18.85,1.34,9.07,37.12,2.62,4764198500,1016599349
484,600222,太龙药业,8.35,0.42,5.3,163624,135452626.0,6.68,8.5,7.97,7.97,7.93,0.73,2.85,88.15,2.84,4791950463,4791950463
485,300079,数码视讯,8.55,0.43,5.3,574497,487097376.0,5.42,8.64,8.2,8.24,8.12,0.65,4.53,87.58,3.08,12218025770,10831587781
486,600992,贵绳股份,7.79,0.39,5.27,52268,40021745.0,5.95,7.87,7.43,7.45,7.4,1.05,2.13,67.54,1.32,1909251100,1909251100
487,300727,润禾材料,28.48,1.42,5.25,34341,96868290.0,3.77,28.63,27.61,28.13,27.06,0.93,3.05,45.97,5.8,3613542400,3207668680
488,002923,润都股份,29.89,1.49,5.25,11319,33395601.0,5.42,30.18,28.64,28.65,28.4,0.41,0.8,42.98,5.3,5550861439,4230706670
489,300990,同飞股份,78.51,3.91,5.24,6427,49979599.0,7.16,79.99,74.65,74.65,74.6,1.28,4.94,31.25,2.73,4082520000,1020630000
490,300311,任子行,7.43,0.37,5.24,297463,218736680.0,5.95,7.54,7.12,7.13,7.06,1.05,5.57,-87.54,5.72,5005072015,3970159931
491,600052,浙江广厦,4.42,0.22,5.24,110277,47810841.0,6.19,4.47,4.21,4.26,4.2,0.8,1.31,-100.35,1.11,3731340755,3731340755
492,603629,利通电子,19.7,0.98,5.24,20977,40891787.0,6.52,19.95,18.73,18.76,18.72,1.09,6.99,38.67,1.91,1970000000,591000000
493,600883,博闻科技,8.05,0.4,5.23,15623,12340126.0,6.14,8.1,7.63,7.69,7.65,1.12,0.66,43.21,2.69,1900508400,1900508400
494,300718,长盛轴承,16.1,0.8,5.23,39053,62763452.0,5.16,16.38,15.59,15.59,15.3,1.07,2.32,26.13,3.72,4785274200,2709655921
495,002386,天原股份,13.89,0.69,5.23,370594,509573504.0,5.53,14.06,13.33,13.53,13.2,0.56,4.75,17.44,2.03,10846103966,10842166429
496,002378,章源钨业,8.88,0.44,5.21,161144,140967189.0,5.21,8.93,8.49,8.53,8.44,0.8,1.76,110.2,4.74,8206606832,8128054583
497,600231,凌钢股份,3.23,0.16,5.21,286288,90405916.0,5.21,3.24,3.08,3.08,3.07,0.78,1.0,6.01,1.0,9212364519,9212364519
498,300459,汤姆猫,3.64,0.18,5.2,1774357,638844896.0,5.78,3.7,3.5,3.58,3.46,0.76,6.22,15.52,3.96,12797551818,10384118152
499,600792,云煤能源,5.06,0.25,5.2,208179,103139539.0,7.07,5.09,4.75,4.75,4.81,0.75,2.1,22.55,1.42,5009013416,5009013416
