,代码,名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
238,001914,招商积余,15.59,1.03,7.07,138891,215931952.0,8.59,15.82,14.57,14.63,14.56,1.11,2.08,33.32,1.97,16530795075,10395916586
239,002738,中矿资源,56.61,3.73,7.05,146171,816094864.0,7.03,57.2,53.48,54.0,52.88,0.7,4.68,52.76,5.2,18271478528,17693722190
240,301035,润丰股份,49.5,3.26,7.05,10807,51831189.0,7.14,49.5,46.2,46.5,46.24,0.79,1.65,24.88,3.13,13670910000,3241786928
241,603223,恒通股份,35.88,2.36,7.04,28182,99860885.0,7.76,36.1,33.5,33.52,33.52,1.46,1.0,63.46,8.51,10126771200,10126771200
242,300379,东方通,30.59,2.01,7.03,164337,489321616.0,8.57,30.79,28.34,29.0,28.58,0.94,3.84,-879.07,6.91,13928028708,13085061944
243,600395,盘江股份,9.44,0.62,7.03,414678,375554608.0,9.3,9.5,8.68,8.91,8.82,1.17,2.51,16.91,2.28,15623689568,15623689568
244,002931,锋龙股份,13.28,0.87,7.01,22926,29893135.0,8.06,13.4,12.4,12.4,12.41,0.87,1.28,27.09,4.22,2644567593,2372632847
245,605299,舒华体育,19.11,1.25,7.0,39021,73068036.0,7.84,19.3,17.9,18.02,17.86,1.07,7.8,67.96,6.41,7863745890,955500000
246,300162,雷曼光电,8.87,0.58,7.0,90260,78667844.0,7.48,8.93,8.31,8.38,8.29,1.11,3.42,75.99,5.09,3100153966,2343167845
247,603690,至纯科技,48.58,3.15,6.93,95225,455675744.0,7.4,48.86,45.5,45.58,45.43,1.15,3.09,51.42,4.44,15472753027,14950312291
248,600236,桂冠电力,7.56,0.49,6.93,381002,284804272.0,7.92,7.68,7.12,7.21,7.07,1.21,0.48,24.1,3.97,59590776183,59590776183
249,000301,东方盛虹,28.12,1.82,6.92,409411,1127639936.0,7.91,28.39,26.31,26.31,26.3,0.73,2.36,59.24,7.47,135956371912,48698691172
250,300097,智云股份,8.51,0.55,6.91,60906,50872628.0,6.91,8.56,8.01,8.21,7.96,1.75,2.26,-14.17,1.89,2455557683,2297861247
251,300040,九洲集团,11.45,0.74,6.91,855278,977588656.0,7.28,11.88,11.1,11.19,10.71,0.7,18.79,38.97,2.97,6728062044,5212738977
252,002201,九鼎新材,21.82,1.41,6.91,117132,252436163.0,7.69,22.1,20.53,20.73,20.41,0.91,2.52,196.69,10.17,10156216274,10130795886
253,000692,惠天热电,3.88,0.25,6.89,212238,81419742.0,8.82,3.93,3.61,3.65,3.63,0.79,3.98,-37.01,7.94,2067391947,2067371577
254,688185,康希诺-U,338.79,21.79,6.87,18610,619469520.0,7.9,344.94,319.9,320.07,317.0,1.19,2.79,44.73,11.95,83833551282,22636832165
255,688018,乐鑫科技,209.31,13.42,6.85,11897,240609117.0,8.85,210.32,192.99,193.77,195.89,1.04,2.63,82.59,9.78,16768445541,9471898941
256,300181,佐力药业,8.44,0.54,6.84,174927,146334005.0,6.71,8.48,7.95,7.95,7.9,1.02,3.54,29.67,2.84,5136793717,4165270516
257,605020,永和股份,33.77,2.16,6.83,59128,196461132.0,7.34,33.99,31.67,31.7,31.61,0.62,8.87,41.6,4.84,9005445900,2251445900
258,603208,江山欧派,63.41,4.05,6.82,7962,49617693.0,6.4,63.48,59.68,59.89,59.36,1.3,0.76,18.78,3.87,6661910337,6661910337
259,600320,振华重工,4.08,0.26,6.81,563618,224763275.0,8.12,4.14,3.83,3.83,3.82,0.96,1.7,125.29,1.52,21494882284,13553750457
260,600111,北方稀土,44.27,2.82,6.8,1224457,5332105984.0,6.59,44.65,41.92,42.67,41.45,0.7,3.37,39.5,13.2,160835831820,160835831820
261,600088,中视传媒,10.68,0.68,6.8,230192,247743796.0,10.7,11.0,9.93,9.99,10.0,7.66,5.79,-535.6,3.88,4247504352,4247504352
262,600331,宏达股份,4.25,0.27,6.78,876634,368639184.0,6.78,4.29,4.02,4.02,3.98,0.74,4.31,19.37,31.6,8636000000,8636000000
263,000554,泰山石油,5.36,0.34,6.77,361534,188988542.0,11.95,5.52,4.92,5.03,5.02,1.76,9.97,850.35,2.8,2577052195,1943802462
264,300220,金运激光,12.93,0.82,6.77,46460,59349734.0,7.68,13.08,12.15,12.15,12.11,0.96,3.09,-76.48,9.79,1955016000,1946406689
265,600866,星湖科技,4.1,0.26,6.77,138479,56169584.0,6.25,4.14,3.9,3.9,3.84,2.27,1.87,19.93,1.74,3029978581,3029978581
266,000762,西藏矿业,55.39,3.5,6.75,634323,3467161456.0,8.21,56.76,52.5,53.09,51.89,1.15,12.18,339.28,14.01,28848177704,28846863742
267,688599,天合光能,53.56,3.38,6.74,183135,966441744.0,8.97,54.7,50.2,50.7,50.18,0.92,1.51,78.47,7.17,110763492645,65088064423
268,603520,司太立,49.79,3.14,6.73,33490,164345923.0,7.67,50.26,46.68,47.1,46.65,0.75,1.37,39.17,6.08,12192036024,12169991502
269,603688,石英股份,38.9,2.45,6.72,53817,205331777.0,7.24,39.44,36.8,37.08,36.45,0.62,1.52,61.0,6.91,13730608349,13730608349
270,300588,熙菱信息,13.18,0.83,6.72,77980,100764968.0,6.8,13.26,12.42,12.46,12.35,0.56,7.43,246.4,7.31,2150686040,1383306571
271,000633,合金投资,6.2,0.39,6.71,68155,41543576.0,9.12,6.33,5.8,5.81,5.81,1.35,1.77,2610.51,14.44,2387659513,2387645563
272,002112,三变科技,7.64,0.48,6.7,91526,68600260.0,7.12,7.69,7.18,7.21,7.16,1.03,4.6,129.74,3.82,1540224000,1518854103
273,603063,禾望电气,22.29,1.4,6.7,72282,158078149.0,7.8,22.48,20.85,21.03,20.89,0.83,1.67,49.26,3.34,9689623488,9622887228
274,688187,时代电气,50.7,3.18,6.69,88012,440843520.0,9.05,51.6,47.3,47.48,47.52,0.93,5.55,51.64,2.24,71803211438,8035369434
275,688021,奥福环保,45.34,2.84,6.68,7313,32677494.0,9.93,45.77,41.55,42.58,42.5,1.3,1.59,39.3,3.83,3504037699,2083695413
276,000009,中国宝安,19.18,1.2,6.67,816934,1534300256.0,6.67,19.22,18.02,18.35,17.98,0.9,3.2,36.35,6.65,49469323849,48936433614
277,688078,龙软科技,64.0,3.99,6.65,5655,35463247.0,10.85,64.52,58.01,62.41,60.01,1.08,1.66,99.43,8.69,4528000000,2182375936
278,002840,华统股份,11.24,0.7,6.64,159921,178568710.0,9.96,11.5,10.45,10.61,10.54,1.38,3.67,16.71,2.79,5031397539,4902560163
279,688128,中国电研,29.23,1.82,6.64,41674,120541046.0,9.7,29.78,27.12,28.53,27.41,1.26,4.42,37.77,5.07,11823535000,2757301239
280,603535,嘉诚国际,32.79,2.04,6.63,13402,43274253.0,6.31,32.97,31.03,31.86,30.75,0.96,0.89,26.21,2.7,5274618287,4931616000
281,603133,碳元科技,9.65,0.6,6.63,49669,47271768.0,8.51,9.82,9.05,9.05,9.05,1.76,2.37,-2.79,4.31,2018637180,2018637180
282,600281,华阳新材,6.93,0.43,6.62,161593,111313584.0,8.15,7.05,6.52,6.66,6.5,0.64,3.14,-126.47,6.96,3564806033,3564806033
283,002060,粤 水 电,6.45,0.4,6.61,1588500,1001817696.0,10.58,6.57,5.93,6.15,6.05,0.96,13.22,24.39,2.25,7754590274,7752351627
284,002176,江特电机,23.4,1.45,6.61,1383124,3212471984.0,6.06,23.87,22.54,22.8,21.95,0.92,8.11,110.11,22.82,39928018595,39910421140
285,300631,久吾高科,38.9,2.41,6.6,69519,265996894.0,5.45,38.99,37.0,37.0,36.49,1.29,6.54,237.26,5.22,4226083941,4133467904
286,002497,雅化集团,33.1,2.05,6.6,705757,2303402672.0,7.5,33.55,31.22,31.26,31.05,0.98,6.77,57.78,6.71,38149819412,34498419624
287,300458,全志科技,72.5,4.49,6.6,148246,1064951536.0,8.68,74.0,68.1,68.6,68.01,1.37,5.69,49.55,9.76,23997554883,18883181148
288,300035,中科电气,30.52,1.89,6.6,306239,921804752.0,8.87,31.17,28.63,29.1,28.63,0.82,5.8,61.48,8.85,19605004948,16115516161
289,688586,江航装备,27.47,1.7,6.6,30925,83494993.0,7.3,27.68,25.8,25.8,25.77,0.76,1.79,43.27,5.55,11090860508,4748497961
290,600526,菲达环保,6.63,0.41,6.59,246402,161800780.0,7.23,6.69,6.24,6.24,6.22,1.06,4.5,55.93,1.75,3629292975,3629292975
291,603668,天马科技,7.81,0.48,6.55,170163,133008258.0,8.87,7.98,7.33,7.34,7.33,2.59,5.02,27.99,1.86,3407573103,2647923893
292,300496,中科创达,125.19,7.69,6.54,44498,549103664.0,6.74,125.96,118.04,118.08,117.5,1.12,1.39,95.99,11.54,53212245108,40054566915
293,300536,农尚环境,20.52,1.26,6.54,46866,93599650.0,9.03,20.75,19.01,19.18,19.26,0.93,1.97,903.24,9.84,6018272489,4876559183
294,603337,杰克股份,21.5,1.32,6.54,19423,41028427.0,7.93,21.78,20.18,20.18,20.18,1.07,0.44,18.65,3.12,9586173180,9556496730
295,002460,赣锋锂业,162.94,9.97,6.52,303053,4862168576.0,6.46,163.88,154.0,157.32,152.97,1.09,3.53,82.67,12.87,234222808707,140039195401
296,002979,雷赛智能,26.9,1.64,6.49,35320,92684722.0,7.36,27.14,25.28,25.31,25.26,1.41,2.25,30.76,7.25,8113040000,4230517727
297,300405,科隆股份,9.89,0.6,6.46,83833,81817462.0,6.78,10.02,9.39,9.45,9.29,0.73,5.55,132.19,2.88,2200219953,1494638098
298,300691,联合光电,17.33,1.05,6.45,42746,73382577.0,6.33,17.49,16.46,16.63,16.28,1.09,2.34,43.91,3.97,3893871045,3172397705
299,300622,博士眼镜,21.46,1.3,6.45,14676,30908290.0,7.19,21.5,20.05,20.05,20.16,0.97,1.38,41.01,6.21,3696883534,2284133385
300,603067,振华股份,13.05,0.79,6.44,128308,162039170.0,10.93,13.17,11.83,12.26,12.26,1.32,2.98,21.57,3.28,6634830966,5627160000
301,000829,天音控股,16.55,1.0,6.43,553803,901493232.0,7.91,16.89,15.66,15.98,15.55,0.81,5.41,97.55,6.78,16965412249,16943311561
302,002125,湘潭电化,11.42,0.69,6.43,253191,285276400.0,6.52,11.49,10.79,10.82,10.73,0.51,4.27,71.6,3.98,7188681162,6774913059
303,000718,苏宁环球,4.8,0.29,6.43,592891,280900016.0,9.09,4.88,4.47,4.5,4.51,1.06,2.59,11.7,1.61,14566254643,10988075549
304,002145,中核钛白,14.41,0.87,6.43,367238,522183072.0,5.02,14.46,13.78,13.87,13.54,0.82,2.31,22.53,4.62,29593432556,22927266838
305,300866,安克创新,107.07,6.46,6.42,15988,169649889.0,6.84,107.88,101.0,102.14,100.61,0.98,1.06,53.29,7.95,43516161053,16161161646
306,600739,辽宁成大,24.7,1.49,6.42,208898,513623056.0,6.85,25.19,23.6,23.6,23.21,1.68,1.37,14.06,1.51,37783832455,37783832455
307,300994,久祺股份,34.36,2.06,6.38,32713,112334467.0,8.39,35.28,32.57,32.78,32.3,1.26,7.1,39.05,6.48,6674086400,1582468251
308,600758,辽宁能源,4.34,0.26,6.37,362598,152837077.0,7.11,4.36,4.07,4.09,4.08,0.84,2.75,-54.13,1.15,5737555490,5732026330
309,600436,片仔癀,378.2,22.65,6.37,94484,3516140368.0,6.88,383.0,358.55,360.0,355.55,1.92,1.57,102.3,27.01,228174568822,228174568822
310,605186,健麾信息,34.25,2.05,6.37,10336,34791465.0,6.37,34.35,32.3,32.9,32.2,0.79,3.04,44.99,5.57,4658000000,1164500000
311,002088,鲁阳节能,32.65,1.95,6.35,57387,187261562.0,9.02,33.54,30.77,31.1,30.7,0.66,1.79,22.87,5.04,11808986942,10471801785
312,002648,卫星石化,39.03,2.33,6.35,214247,828772096.0,4.41,39.5,37.88,38.25,36.7,0.97,1.25,15.79,4.31,67133451934,66924369786
313,300410,正业科技,11.24,0.67,6.34,84525,93585526.0,7.57,11.42,10.62,10.62,10.57,0.97,2.32,13.12,5.37,4149493977,4095813580
314,688023,安恒信息,353.0,21.0,6.33,6771,237363725.0,8.29,359.53,332.0,332.0,332.0,1.26,1.31,-74.84,17.17,26148148475,18231854842
315,300096,易联众,8.07,0.48,6.32,105242,83450516.0,6.46,8.1,7.61,7.61,7.59,0.8,2.8,-22.14,5.48,3470100000,3038441793
316,600982,宁波能源,4.71,0.28,6.32,675287,314100768.0,7.45,4.77,4.44,4.5,4.43,0.93,9.04,28.3,1.51,5264688274,3518040300
317,000605,渤海股份,5.72,0.34,6.32,63546,35847918.0,7.99,5.79,5.36,5.38,5.38,1.47,1.88,50.5,1.01,2017207192,1928747867
318,600428,中远海特,7.24,0.43,6.31,532275,382724960.0,7.49,7.36,6.85,6.92,6.81,0.6,2.48,53.14,1.62,15541751582,15541751582
319,000626,远大控股,21.06,1.25,6.31,36183,74797180.0,6.36,21.11,19.85,20.01,19.81,0.92,0.78,40.57,3.86,10718286172,9770711184
320,600963,岳阳林纸,7.97,0.47,6.27,562124,439827264.0,8.93,8.15,7.48,7.5,7.5,0.82,3.18,23.19,1.64,14386273279,14103059329
321,300653,正海生物,54.48,3.21,6.26,24687,132238560.0,8.35,55.09,50.81,51.0,51.27,0.97,2.06,40.31,9.37,6537600000,6537600000
322,600860,京城股份,6.46,0.38,6.25,46423,29661215.0,7.73,6.55,6.08,6.08,6.08,1.23,1.44,-1192.83,4.49,3133100000,2080120000
323,300620,光库科技,63.8,3.75,6.24,25426,160963058.0,7.78,64.68,60.01,60.13,60.05,0.91,2.49,60.6,4.73,6979559033,6517951805
324,300489,中飞股份,24.05,1.41,6.23,37797,90127691.0,5.83,24.34,23.02,23.5,22.64,0.98,2.79,102.4,8.31,3273806250,3257031375
325,605111,新洁能,127.48,7.46,6.22,49546,614325024.0,8.48,128.58,118.4,119.98,120.02,3.02,4.88,51.76,13.97,18061366400,12936364448
326,000629,攀钢钒钛,4.79,0.28,6.21,3223187,1504109888.0,11.31,4.87,4.36,4.5,4.51,0.98,3.75,40.55,4.1,41144884308,41143196407
327,300858,科拓生物,27.75,1.62,6.2,13060,35680263.0,6.93,27.95,26.14,26.39,26.13,0.88,2.46,46.22,4.59,4121758699,1473370460
328,002380,科远智慧,14.4,0.84,6.19,48049,67970653.0,8.19,14.66,13.55,13.55,13.56,0.85,3.4,47.38,1.59,3455879746,2037663216
329,603185,上机数控,279.5,16.3,6.19,34237,941162256.0,8.69,283.88,261.0,266.02,263.2,0.9,3.35,45.28,11.72,76933418653,28578180163
330,688778,厦钨新能,112.75,6.57,6.19,38648,432849296.0,7.52,115.34,107.35,108.88,106.18,0.86,7.45,56.52,8.27,28364773104,5848062091
331,002653,海思科,18.39,1.07,6.18,45622,83235905.0,7.27,18.6,17.34,17.5,17.32,3.9,0.96,30.84,6.98,19751709986,8753507040
332,300634,彩讯股份,16.87,0.98,6.17,60051,100373572.0,5.35,16.99,16.14,16.22,15.89,2.73,1.6,60.6,3.77,7490467257,6336772663
333,300614,百川畅银,50.64,2.94,6.16,71763,361035952.0,9.1,52.08,47.74,48.88,47.7,0.97,18.87,53.87,5.64,8124401510,1926308076
334,603667,五洲新春,18.1,1.05,6.16,73476,131166222.0,6.33,18.3,17.22,17.3,17.05,0.69,2.81,32.28,3.04,5388475016,4734933103
335,002502,鼎龙文化,6.38,0.37,6.16,193537,121910575.0,7.65,6.46,6.0,6.05,6.01,0.65,2.32,5788.87,4.45,5869565797,5313983434
336,603889,新澳股份,6.74,0.39,6.14,57196,37961566.0,7.09,6.8,6.35,6.35,6.35,0.81,1.12,9.99,1.33,3449170655,3449170655
337,002132,恒星科技,5.19,0.3,6.13,429480,219644506.0,6.34,5.23,4.92,4.92,4.89,0.62,3.43,31.95,2.3,6521226712,6505903496
338,002006,精功科技,17.5,1.01,6.12,151642,261419999.0,6.85,17.65,16.52,16.8,16.49,0.76,3.33,59.53,7.89,7965300000,7965300000
339,000543,皖能电力,4.51,0.26,6.12,1099668,490976448.0,7.76,4.62,4.29,4.33,4.25,1.59,6.14,50.03,0.74,10223553623,8074685861
340,600641,万业企业,26.9,1.55,6.11,197864,519150896.0,7.18,27.01,25.19,25.53,25.35,0.73,2.07,46.13,3.75,25768327868,25768327868
341,002879,长缆科技,19.32,1.11,6.1,39079,75260773.0,6.75,19.65,18.42,18.42,18.21,0.86,2.92,20.88,2.36,3730839605,2587741492
342,300264,佳创视讯,5.41,0.31,6.08,165106,88010954.0,5.49,5.44,5.16,5.17,5.1,0.84,4.89,-46.68,10.13,2234871000,1826252483
343,603115,海星股份,20.08,1.15,6.08,36597,71707695.0,7.61,20.25,18.81,18.9,18.93,0.63,7.04,24.09,3.59,4176640000,1044160000
344,600187,国中水务,2.62,0.15,6.07,432373,111837131.0,8.1,2.67,2.47,2.48,2.47,1.41,2.61,479.48,1.25,4333310035,4333310035
345,600613,神奇制药,5.59,0.32,6.07,61602,33973137.0,5.88,5.61,5.3,5.33,5.27,1.71,1.29,33.64,1.29,2985460401,2679398677
346,688529,豪森股份,25.55,1.46,6.06,10602,26543917.0,6.48,25.65,24.09,24.09,24.09,0.97,3.49,78.3,3.13,3270400000,776720000
347,600582,天地科技,5.25,0.3,6.06,520347,270994560.0,5.45,5.28,5.01,5.01,4.95,1.02,1.26,13.19,1.19,21727591683,21727591683
348,300191,潜能恒信,25.73,1.47,6.06,195088,493415312.0,7.87,26.17,24.26,25.05,24.26,1.47,9.42,274.39,6.8,8233600000,5326624600
349,603727,博迈科,28.02,1.6,6.06,91581,255174857.0,9.54,28.49,25.97,26.68,26.42,0.87,3.91,27.66,2.45,8033943043,6562607687
350,603655,朗博科技,31.7,1.81,6.06,28944,89315439.0,10.77,32.0,28.78,28.78,29.89,0.66,2.73,120.33,6.43,3360200000,3360200000
351,000600,建投能源,5.78,0.33,6.06,655605,376007088.0,7.52,5.9,5.49,5.5,5.45,1.29,6.01,36.77,0.87,10355600453,6300455048
352,601566,九牧王,15.6,0.89,6.05,28141,43219248.0,8.5,15.8,14.55,14.61,14.71,3.03,0.49,36.61,2.23,8964339540,8964339540
353,300103,达刚控股,10.53,0.6,6.04,40877,42251102.0,7.85,10.58,9.8,9.95,9.93,1.8,1.68,95.45,3.11,3344338530,2562555886
354,300444,双杰电气,7.04,0.4,6.02,554611,385481600.0,6.63,7.15,6.71,6.76,6.64,1.06,10.73,223.26,3.45,5105798896,3639551858
355,603699,纽威股份,11.1,0.63,6.02,49384,53945353.0,6.59,11.18,10.49,10.5,10.47,1.41,0.66,19.76,3.03,8325000000,8325000000
356,000859,国风塑业,6.17,0.35,6.01,229374,140977749.0,4.98,6.3,6.01,6.04,5.82,0.87,2.73,16.54,2.14,5528173592,5183304762
357,002675,东诚药业,14.46,0.82,6.01,91468,130524845.0,6.82,14.6,13.67,13.68,13.64,0.78,1.25,37.43,2.63,11600019154,10623098648
358,688310,迈得医疗,41.98,2.38,6.01,14918,61879514.0,13.18,43.9,38.68,43.9,39.6,2.08,4.02,73.98,4.88,3509528000,1557059190
359,300789,唐源电气,28.94,1.64,6.01,35557,101341216.0,8.28,29.36,27.1,27.63,27.3,0.78,11.54,48.71,3.15,2395333876,891755597
360,000911,南宁糖业,11.13,0.63,6.0,92356,100965971.0,6.19,11.19,10.54,10.54,10.5,0.91,2.85,355.53,28.42,3607020829,3607020829
361,000422,湖北宜化,19.08,1.08,6.0,1008577,1870820928.0,11.56,19.6,17.52,18.01,18.0,1.24,11.23,11.81,16.17,17131296865,17130271735
362,300624,万兴科技,50.98,2.88,5.99,29519,148453324.0,6.38,51.45,48.38,48.39,48.1,0.94,2.67,70.06,7.87,6624700099,5642116167
363,300360,炬华科技,8.32,0.47,5.99,86443,70853572.0,7.77,8.46,7.85,7.85,7.85,1.18,1.98,16.44,1.71,4196500888,3627042698
364,002862,实丰文化,15.58,0.88,5.99,26037,39866376.0,7.48,15.8,14.7,14.71,14.7,0.83,3.12,220.02,3.54,1869600000,1299793953
365,300488,恒锋工具,39.53,2.23,5.98,138566,551202624.0,8.55,41.5,38.31,38.31,37.3,0.88,10.14,51.82,5.89,6549301978,5403617507
366,300201,海伦哲,3.9,0.22,5.98,318948,121012598.0,8.15,3.91,3.61,3.61,3.68,0.93,3.37,84.94,3.46,4059593920,3689198943
367,688508,芯朋微,127.8,7.2,5.97,11928,150048141.0,8.28,130.0,120.01,122.38,120.6,1.24,1.77,102.56,10.71,14415840000,8605924200
368,000881,中广核技,10.12,0.57,5.97,169071,167139090.0,8.38,10.28,9.48,9.54,9.55,0.86,2.19,36.97,1.58,9567709248,7804418603
369,600965,福成股份,6.4,0.36,5.96,85961,54197358.0,7.62,6.48,6.02,6.07,6.04,1.63,1.05,26.45,2.55,5239686112,5239686112
370,688383,新益昌,141.0,7.92,5.95,7699,107945617.0,8.64,144.0,132.5,132.5,133.08,0.96,3.29,72.4,12.89,14400837600,3297938676
371,000938,紫光股份,24.94,1.4,5.95,346506,860559936.0,7.39,25.39,23.65,23.65,23.54,1.44,1.21,38.5,2.48,71330392058,71330392058
372,002258,利尔化学,28.0,1.57,5.94,147379,407519696.0,6.55,28.29,26.56,26.56,26.43,0.93,2.81,14.6,3.52,14749475552,14677128732
373,002121,科陆电子,5.89,0.33,5.94,157942,91772615.0,9.89,6.11,5.56,5.56,5.56,0.9,1.6,-26.56,6.5,8295176476,5824472908
374,002173,创新医疗,6.61,0.37,5.93,25538,16612260.0,5.93,6.62,6.25,6.25,6.24,1.0,0.69,-68.38,1.45,2998359654,2453862477
375,300537,广信材料,15.2,0.85,5.92,52508,78601123.0,5.37,15.27,14.5,14.7,14.35,0.93,3.95,-384.62,2.67,2934019277,2020913446
376,300713,英可瑞,17.37,0.97,5.91,28947,49760012.0,5.24,17.44,16.58,16.58,16.4,1.03,3.2,143.56,3.76,2740660313,1571771384
377,601158,重庆水务,6.09,0.34,5.91,312452,188082454.0,7.3,6.17,5.75,5.75,5.75,1.91,0.65,13.86,1.88,29232000000,29232000000
378,600850,电科数字,29.23,1.63,5.91,68252,196019395.0,6.49,29.34,27.55,27.6,27.6,1.02,1.6,37.57,4.49,12476890624,12476890624
379,300528,幸福蓝海,6.1,0.34,5.9,96082,57330724.0,7.47,6.15,5.72,5.76,5.76,1.51,2.58,-30.74,3.2,2272909129,2272909129
380,603168,莎普爱思,9.54,0.53,5.88,30737,28796370.0,6.22,9.57,9.01,9.01,9.01,0.94,0.95,57.09,2.31,3077532440,3077532440
381,600784,鲁银投资,5.4,0.3,5.88,68897,36650672.0,6.67,5.46,5.12,5.12,5.1,0.8,1.21,25.86,1.77,3068160368,3068160368
382,605580,恒盛能源,17.31,0.96,5.87,137169,234501719.0,12.42,17.9,15.87,15.95,16.35,0.92,27.43,26.76,4.4,3462000000,865500000
383,600193,创兴资源,8.13,0.45,5.86,68674,55140197.0,7.29,8.16,7.6,7.84,7.68,1.33,1.61,112.83,11.25,3458282490,3458282490
384,002272,川润股份,7.05,0.39,5.86,264044,182430608.0,7.51,7.11,6.61,6.68,6.66,0.83,8.0,36.99,2.14,3077184000,2326669644
385,002218,拓日新能,7.97,0.44,5.84,684314,538752560.0,8.1,8.14,7.53,7.66,7.53,0.74,5.63,36.21,2.66,11261773776,9689286838
386,600875,东方电气,18.3,1.01,5.84,696589,1253553392.0,7.87,18.64,17.28,17.4,17.29,0.75,3.49,21.17,1.83,57080465679,36543276734
387,002291,星期六,22.47,1.24,5.84,183029,399239904.0,10.13,22.55,20.4,21.22,21.23,0.89,2.98,-141.28,5.09,16713265162,13811632181
388,002256,兆新股份,4.36,0.24,5.83,1101331,471983664.0,5.83,4.39,4.15,4.17,4.12,0.97,7.92,-56.88,5.13,8207315762,6065616291
389,000655,金岭矿业,9.27,0.51,5.82,155234,142271887.0,4.68,9.34,8.93,8.93,8.76,0.52,2.61,10.75,1.84,5518803932,5518803932
390,600470,六国化工,8.18,0.45,5.82,660850,532662224.0,5.17,8.23,7.83,7.87,7.73,0.77,12.67,14.0,2.79,4266688000,4266688000
391,603869,新智认知,10.73,0.59,5.82,52547,55673630.0,5.82,10.79,10.2,10.2,10.14,1.17,1.04,32.64,1.34,5413290451,5413290451
392,000811,冰轮环境,10.37,0.57,5.82,197352,200597003.0,7.86,10.53,9.76,9.88,9.8,0.85,2.65,29.54,1.72,7734338027,7734167845
393,002466,天齐锂业,101.58,5.58,5.81,813425,8198438912.0,7.79,104.58,97.1,98.0,96.0,1.19,5.52,874.41,30.02,150043755325,149704768034
394,002469,三维化学,6.01,0.33,5.81,121182,71706183.0,6.87,6.09,5.7,5.7,5.68,0.67,2.34,15.67,1.75,3899664406,3115419717
395,002876,三利谱,55.02,3.02,5.81,50218,271067136.0,8.06,55.8,51.61,52.03,52.0,0.99,3.5,25.67,4.87,9567148959,7889346135
396,002490,山东墨龙,4.92,0.27,5.81,147701,71369815.0,6.45,4.94,4.64,4.64,4.65,0.77,2.73,-28.76,2.29,3925414128,2664748260
397,601882,海天精工,23.51,1.29,5.81,50941,118315112.0,5.54,23.65,22.42,22.96,22.22,0.8,0.98,38.64,8.56,12272220000,12272220000
398,000792,盐湖股份,29.93,1.64,5.8,1040885,3060464992.0,5.44,30.05,28.51,28.69,28.29,0.92,1.92,38.45,26.0,162605998793,162486862877
399,300077,国民技术,28.11,1.54,5.8,259693,722474848.0,5.98,28.38,26.79,26.9,26.57,0.78,4.76,193.06,12.25,16659785040,15321325282
400,688037,芯源微,244.1,13.37,5.79,11648,282482928.0,10.72,251.58,226.85,235.61,230.73,0.83,2.67,292.34,24.69,20504400000,10643919475
401,002812,恩捷股份,280.12,15.32,5.79,75618,2098743184.0,8.22,284.77,263.0,267.42,264.8,1.16,0.88,119.02,20.74,249980646588,241231567589
402,600426,华鲁恒升,32.93,1.8,5.78,332192,1073705648.0,7.1,33.41,31.2,31.22,31.13,0.86,1.57,9.15,3.7,69545350050,69455020689
403,600691,阳煤化工,6.04,0.33,5.78,1016696,604514512.0,8.23,6.15,5.68,5.78,5.71,0.7,5.79,21.38,2.44,14350930990,10608601072
404,601699,潞安环能,15.01,0.82,5.78,719237,1047365984.0,7.05,15.08,14.08,14.19,14.19,0.91,2.4,6.75,1.48,44901052092,44901052092
405,002843,泰嘉股份,9.0,0.49,5.76,23443,20747563.0,7.05,9.07,8.47,8.47,8.51,0.82,1.12,31.56,3.52,1890000000,1889969625
406,603988,中电电机,19.88,1.08,5.74,222170,413336768.0,16.54,20.65,17.54,18.0,18.8,1.02,9.45,47.36,7.78,4675776000,4675776000
407,600149,廊坊发展,4.97,0.27,5.74,52888,25896136.0,6.38,5.0,4.7,4.77,4.7,1.12,1.39,-164.61,11.61,1889395200,1889395200
408,300742,越博动力,28.35,1.54,5.74,19091,53735230.0,6.12,28.59,26.95,27.1,26.81,0.67,4.41,41.83,5.78,2225434460,1228466906
409,301069,C凯盛,32.99,1.79,5.74,137619,441948704.0,17.56,34.99,29.51,31.8,31.2,0.52,24.43,73.07,11.8,13876913600,1858480169
410,000526,学大教育,21.2,1.15,5.74,43837,92554092.0,6.88,21.53,20.15,20.15,20.05,1.1,3.92,11.27,2.33,2496569431,2369468477
411,600097,开创国际,11.45,0.62,5.72,38466,43766544.0,7.2,11.6,10.82,10.82,10.83,1.03,1.6,9.2,1.4,2758723601,2758723601
412,002594,比亚迪,249.51,13.51,5.72,225038,5528259584.0,5.3,249.7,237.2,238.2,236.0,1.26,1.95,304.15,8.79,713883753751,288198580215
413,300412,迦南科技,9.24,0.5,5.72,59902,54206098.0,5.38,9.27,8.8,8.81,8.74,0.59,2.69,31.59,2.85,2376758076,2055581165
414,300296,利亚德,10.36,0.56,5.71,1018164,1050324096.0,8.06,10.63,9.84,9.84,9.8,1.06,5.21,46.27,3.58,26344459312,20244450556
415,002705,新宝股份,18.37,0.99,5.7,89854,163237914.0,5.7,18.45,17.46,17.46,17.38,1.37,1.09,24.16,2.59,15186989319,15111241175
