,证券简称,涨跌,总笔数,证券代码,交易日期,收盘价,最低成交价,最高成交价,成交数量,今日开盘价,市盈率,昨日收盘价,振幅,换手率,成交金额,流通股本,涨跌幅,发行总股本,交易所,流通市值,总市值
0,中国平安,0.45,24497,601318,2016-11-01,35.06,34.5,35.1,36719126,34.63,11.82,34.61,1.74,0.34,1282156408,10832664498,1.3002,10832664498,上交所,379793217299.88,379793217299.88
1,中国平安,-0.45,16635,601318,2016-11-02,34.61,34.54,34.98,25676031,34.89,,35.06,1.27,0.237,892639555,10832664498,-1.2835,10832664498,上交所,374918518275.77997,374918518275.77997
2,中国平安,0.36,17580,601318,2016-11-03,34.97,34.52,35.09,40514435,34.59,11.79,34.61,1.65,0.374,1412764012,10832664498,1.0402,10832664498,上交所,378818277495.06,378818277495.06
3,中国平安,-0.04,16062,601318,2016-11-04,34.93,34.87,35.16,26447974,34.88,11.78,34.97,0.83,0.244,925529772,10832664498,-0.1144,10832664498,上交所,378384970915.14,378384970915.14
4,中国平安,0.06,12681,601318,2016-11-07,34.99,34.88,35.05,21516692,34.98,11.8,34.93,0.49,0.199,752624552,10832664498,0.1718,10832664498,上交所,379034930785.02,379034930785.02
5,中国平安,0.01,14722,601318,2016-11-08,35.0,34.88,35.18,28683168,35.11,11.8,34.99,0.86,0.265,1005144719,10832664498,0.0286,10832664498,上交所,379143257430.0,379143257430.0
6,中国平安,-0.29,24624,601318,2016-11-09,34.71,34.33,35.01,68834550,35.0,11.71,35.0,1.98,0.635,2389583084,10832664498,-0.8286,10832664498,上交所,376001784725.58,376001784725.58
7,中国平安,0.23,18503,601318,2016-11-10,34.94,34.85,35.2,35280334,34.92,11.78,34.71,1.0,0.326,1235297816,10832664498,0.6626,10832664498,上交所,378493297560.12,378493297560.12
8,中国平安,0.05,21467,601318,2016-11-11,34.99,34.86,35.24,52390695,34.95,11.8,34.94,1.09,0.484,1836030752,10832664498,0.1431,10832664498,上交所,379034930785.02,379034930785.02
9,中国平安,-0.04,21608,601318,2016-11-14,34.95,34.88,35.13,68357166,34.92,11.79,34.99,0.72,0.631,2393598916,10832664498,-0.1143,10832664498,上交所,378601624205.10004,378601624205.10004
10,中国平安,0.01,14289,601318,2016-11-15,34.96,34.9,35.01,28690403,34.98,11.79,34.95,0.32,0.265,1002698055,10832664498,0.0286,10832664498,上交所,378709950850.08,378709950850.08
11,中国平安,0.06,13678,601318,2016-11-16,35.02,34.91,35.1,24386997,35.0,11.81,34.96,0.54,0.225,853899376,10832664498,0.1716,10832664498,上交所,379359910719.96,379359910719.96
12,中国平安,-0.02,10985,601318,2016-11-17,35.0,34.8,35.02,23871563,34.99,11.8,35.02,0.63,0.22,835013724,10832664498,-0.0571,10832664498,上交所,379143257430.0,379143257430.0
13,中国平安,0.01,11427,601318,2016-11-18,35.01,34.94,35.06,32069691,35.0,11.81,35.0,0.34,0.296,1122418018,10832664498,0.0286,10832664498,上交所,379251584074.98,379251584074.98
14,中国平安,0.89,56431,601318,2016-11-21,35.9,34.95,36.35,108903560,34.95,12.11,35.01,4.01,1.005,3918207061,10832664498,2.5421,10832664498,上交所,388892655478.2,388892655478.2
15,中国平安,0.22,46279,601318,2016-11-22,36.12,35.81,36.44,73702179,35.81,12.18,35.9,1.76,0.68,2668070771,10832664498,0.6128,10832664498,上交所,391275841667.75995,391275841667.75995
16,中国平安,-0.14,27519,601318,2016-11-23,35.98,35.96,36.35,44013312,36.22,12.13,36.12,1.08,0.406,1589604839,10832664498,-0.3876,10832664498,上交所,389759268638.04,389759268638.04
17,中国平安,0.44,30136,601318,2016-11-24,36.42,35.98,36.63,52076453,35.98,12.28,35.98,1.81,0.481,1891778690,10832664498,1.2229,10832664498,上交所,394525641017.16003,394525641017.16003
18,中国平安,0.36,30166,601318,2016-11-25,36.78,36.17,36.8,45833079,36.42,12.4,36.42,1.74,0.423,1670622682,10832664498,0.9885,10832664498,上交所,398425400236.44,398425400236.44
19,中国平安,-0.17,39324,601318,2016-11-28,36.61,36.54,37.37,68897851,37.01,12.35,36.78,2.27,0.636,2545372847,10832664498,-0.4622,10832664498,上交所,396583847271.77997,396583847271.77997
20,中国平安,0.16,34652,601318,2016-11-29,36.77,36.45,37.3,66538624,36.61,12.4,36.61,2.33,0.614,2455023676,10832664498,0.437,10832664498,上交所,398317073591.46,398317073591.46
21,中国平安,-0.44,33383,601318,2016-11-30,36.33,36.23,37.09,50803984,36.81,12.25,36.77,2.37,0.469,1860542541,10832664498,-1.1966,10832664498,上交所,393550701212.33997,393550701212.33997
22,中国平安,0.09,26790,601318,2016-12-01,36.42,36.24,36.73,47438609,36.35,12.28,36.33,1.35,0.438,1728939212,10832664498,0.2477,10832664498,上交所,394525641017.16003,394525641017.16003
23,中国平安,-0.15,29363,601318,2016-12-02,36.27,35.97,36.43,63371507,36.42,12.23,36.42,1.28,0.585,2290250433,10832664498,-0.4119,10832664498,上交所,392900741342.46,392900741342.46
24,中国平安,-0.01,22617,601318,2016-12-05,36.26,35.87,36.29,62209526,35.96,12.23,36.27,1.17,0.574,2244795953,10832664498,-0.0276,10832664498,上交所,392792414697.48,392792414697.48
25,中国平安,-0.09,19388,601318,2016-12-06,36.17,36.13,36.47,37612545,36.19,12.2,36.26,0.94,0.347,1365476594,10832664498,-0.2482,10832664498,上交所,391817474892.66003,391817474892.66003
26,中国平安,0.29,18262,601318,2016-12-07,36.46,36.07,36.64,31067029,36.17,12.3,36.17,1.58,0.287,1127983993,10832664498,0.8018,10832664498,上交所,394958947597.08,394958947597.08
27,中国平安,0.04,17206,601318,2016-12-08,36.5,36.43,36.73,29516834,36.61,12.31,36.46,0.82,0.272,1079442252,10832664498,0.1097,10832664498,上交所,395392254177.0,395392254177.0
28,中国平安,0.36,30395,601318,2016-12-09,36.86,36.48,37.15,48703347,36.64,12.43,36.5,1.84,0.45,1793610602,10832664498,0.9863,10832664498,上交所,399292013396.27997,399292013396.27997
29,中国平安,0.04,47288,601318,2016-12-12,36.9,36.7,37.76,106934394,37.12,12.44,36.86,2.89,0.987,3969638952,10832664498,0.1085,10832664498,上交所,399725319976.2,399725319976.2
30,中国平安,-0.25,20329,601318,2016-12-13,36.65,36.54,36.94,39559741,36.8,12.36,36.9,1.09,0.365,1452198317,10832664498,-0.6775,10832664498,上交所,397017153851.7,397017153851.7
31,中国平安,0.38,30861,601318,2016-12-14,37.03,36.61,37.5,58644985,36.63,12.49,36.65,2.43,0.541,2176302854,10832664498,1.0368,10832664498,上交所,401133566360.94,401133566360.94
32,中国平安,-1.43,57041,601318,2016-12-15,35.6,35.43,36.89,78608340,36.78,12.01,37.03,4.12,0.726,2830157187,10832664498,-3.8617,10832664498,上交所,385642856128.8,385642856128.8
33,中国平安,-0.12,34021,601318,2016-12-16,35.48,35.4,35.77,34099443,35.46,11.97,35.6,1.05,0.315,1212632676,10832664498,-0.3371,10832664498,上交所,384342936389.04,384342936389.04
34,中国平安,-0.08,19340,601318,2016-12-19,35.4,35.31,35.6,29559617,35.48,11.94,35.48,0.82,0.273,1047994448,10832664498,-0.2255,10832664498,上交所,383476323229.2,383476323229.2
35,中国平安,-0.74,37054,601318,2016-12-20,34.66,34.45,35.45,62695062,35.42,11.69,35.4,2.9,0.579,2184834561,10832664498,-2.0904,10832664498,上交所,375460151500.68,375460151500.68
36,中国平安,0.08,20579,601318,2016-12-21,34.74,34.61,35.05,37625980,34.85,11.72,34.66,1.27,0.347,1311462976,10832664498,0.2308,10832664498,上交所,376326764660.52,376326764660.52
37,中国平安,0.03,17276,601318,2016-12-22,34.77,34.4,34.93,29500931,34.66,11.73,34.74,1.54,0.272,1022385359,10832664498,0.0864,10832664498,上交所,376651744595.46,376651744595.46
38,中国平安,-0.04,13785,601318,2016-12-23,34.73,34.4,34.77,30192121,34.69,11.71,34.77,1.08,0.279,1045239275,10832664498,-0.115,10832664498,上交所,376218438015.54,376218438015.54
39,中国平安,0.39,19334,601318,2016-12-26,35.12,34.35,35.16,35131252,34.55,11.84,34.73,2.36,0.324,1222688981,10832664498,1.1229,10832664498,上交所,380443177169.75995,380443177169.75995
40,中国平安,0.14,12864,601318,2016-12-27,35.26,34.98,35.34,21780273,35.0,11.89,35.12,1.03,0.201,767053567,10832664498,0.3986,10832664498,上交所,381959750199.48,381959750199.48
41,中国平安,0.03,11849,601318,2016-12-28,35.29,34.99,35.32,38631869,35.2,11.9,35.26,0.94,0.357,1356675449,10832664498,0.0851,10832664498,上交所,382284730134.42,382284730134.42
42,中国平安,-0.16,12358,601318,2016-12-29,35.13,35.03,35.29,29042037,35.15,11.85,35.29,0.74,0.268,1021548130,10832664498,-0.4534,10832664498,上交所,380551503814.74005,380551503814.74005
43,中国平安,0.3,14204,601318,2016-12-30,35.43,35.11,35.45,27076331,35.27,11.95,35.13,0.97,0.25,955339321,10832664498,0.854,10832664498,上交所,383801303164.14,383801303164.14
44,中国平安,0.25,22250,601318,2017-01-03,35.68,35.32,36.01,29697799,35.34,12.03,35.43,1.95,0.274,1062134997,10832664498,0.7056,10832664498,上交所,386509469288.64,386509469288.64
45,中国平安,-0.03,17486,601318,2017-01-04,35.65,35.51,35.79,25257405,35.69,12.02,35.68,0.79,0.233,900817691,10832664498,-0.0841,10832664498,上交所,386184489353.7,386184489353.7
46,中国平安,0.08,19231,601318,2017-01-05,35.73,35.68,35.94,28691033,35.73,12.05,35.65,0.73,0.265,1027949508,10832664498,0.2244,10832664498,上交所,387051102513.54,387051102513.54
47,中国平安,-0.29,18283,601318,2017-01-06,35.44,35.35,35.89,36286227,35.73,11.95,35.73,1.53,0.335,1290794307,10832664498,-0.8116,10832664498,上交所,383909629809.12,383909629809.12
48,中国平安,-0.02,16059,601318,2017-01-09,35.42,35.27,35.55,27061697,35.47,11.95,35.44,0.79,0.25,958713466,10832664498,-0.0564,10832664498,上交所,383692976519.16003,383692976519.16003
49,中国平安,-0.19,12228,601318,2017-01-10,35.23,35.2,35.49,20535090,35.44,11.88,35.42,0.82,0.19,725447485,10832664498,-0.5364,10832664498,上交所,381634770264.54,381634770264.54
50,中国平安,0.0,13570,601318,2017-01-11,35.23,35.1,35.43,20996349,35.25,11.88,35.23,0.94,0.194,740408787,10832664498,0.0,10832664498,上交所,381634770264.54,381634770264.54
51,中国平安,-0.02,10790,601318,2017-01-12,35.21,35.15,35.42,18718703,35.3,11.87,35.23,0.77,0.173,660770328,10832664498,-0.0568,10832664498,上交所,381418116974.58,381418116974.58
52,中国平安,0.35,18283,601318,2017-01-13,35.56,35.19,35.9,33073897,35.23,11.99,35.21,2.02,0.305,1177624289,10832664498,0.994,10832664498,上交所,385209549548.88,385209549548.88
53,中国平安,0.63,41759,601318,2017-01-16,36.19,35.21,36.28,112917227,35.56,12.21,35.56,3.04,1.042,4058898504,10832664498,1.7717,10832664498,上交所,392034128182.62,392034128182.62
54,中国平安,-0.21,23828,601318,2017-01-17,35.98,35.89,36.34,34949314,36.07,12.13,36.19,1.25,0.323,1261227196,10832664498,-0.5803,10832664498,上交所,389759268638.04,389759268638.04
55,中国平安,0.23,20367,601318,2017-01-18,36.21,36.06,36.44,26686911,36.07,12.21,35.98,1.05,0.246,968675234,10832664498,0.6392,10832664498,上交所,392250781472.58,392250781472.58
56,中国平安,-0.16,14415,601318,2017-01-19,36.05,35.92,36.37,19962834,36.13,12.16,36.21,1.25,0.184,721764754,10832664498,-0.4419,10832664498,上交所,390517555152.89996,390517555152.89996
57,中国平安,0.21,15037,601318,2017-01-20,36.26,36.01,36.28,26033277,36.05,12.23,36.05,0.75,0.24,940875013,10832664498,0.5825,10832664498,上交所,392792414697.48,392792414697.48
58,中国平安,-0.06,18238,601318,2017-01-23,36.2,36.04,36.42,39800128,36.26,12.21,36.26,1.05,0.367,1440993193,10832664498,-0.1655,10832664498,上交所,392142454827.60004,392142454827.60004
59,中国平安,-0.02,14063,601318,2017-01-24,36.18,36.1,36.33,26866560,36.2,12.2,36.2,0.64,0.248,973085798,10832664498,-0.0552,10832664498,上交所,391925801537.64,391925801537.64
60,中国平安,0.25,16464,601318,2017-01-25,36.43,36.09,36.45,35892232,36.2,12.29,36.18,1.0,0.331,1301946746,10832664498,0.691,10832664498,上交所,394633967662.14,394633967662.14
61,中国平安,0.08,18609,601318,2017-01-26,36.51,36.44,36.8,27720542,36.45,12.31,36.43,0.99,0.256,1014531003,10832664498,0.2196,10832664498,上交所,395500580821.98,395500580821.98
62,中国平安,-0.89,30943,601318,2017-02-03,35.62,35.6,36.5,48926754,36.5,12.01,36.51,2.53,0.452,1754524970,10832664498,-2.4377,10832664498,上交所,385859509418.75995,385859509418.75995
63,中国平安,0.32,26431,601318,2017-02-06,35.94,35.53,36.03,64891420,35.74,12.12,35.62,1.41,0.599,2322670718,10832664498,0.8984,10832664498,上交所,389325962058.12,389325962058.12
64,中国平安,0.12,23441,601318,2017-02-07,36.06,35.92,36.24,48618000,36.0,12.16,35.94,0.89,0.449,1754121737,10832664498,0.3339,10832664498,上交所,390625881797.88,390625881797.88
65,中国平安,-0.04,19543,601318,2017-02-08,36.02,35.7,36.08,39628863,36.04,12.15,36.06,1.06,0.366,1425349443,10832664498,-0.1109,10832664498,上交所,390192575217.96,390192575217.96
66,中国平安,0.09,19763,601318,2017-02-09,36.11,36.0,36.37,52756885,36.07,12.18,36.02,1.03,0.487,1908930707,10832664498,0.2499,10832664498,上交所,391167515022.77997,391167515022.77997
67,中国平安,0.09,18417,601318,2017-02-10,36.2,36.1,36.34,39921900,36.21,12.21,36.11,0.66,0.369,1444897061,10832664498,0.2492,10832664498,上交所,392142454827.60004,392142454827.60004
68,中国平安,0.11,29742,601318,2017-02-13,36.31,36.17,36.41,69354090,36.29,12.25,36.2,0.66,0.64,2517882533,10832664498,0.3039,10832664498,上交所,393334047922.38,393334047922.38
69,中国平安,-0.21,26711,601318,2017-02-14,36.1,35.95,36.4,49092275,36.4,12.17,36.31,1.25,0.453,1774534248,10832664498,-0.5784,10832664498,上交所,391059188377.8,391059188377.8
70,中国平安,0.22,28173,601318,2017-02-15,36.32,36.21,36.48,67285226,36.27,12.25,36.1,0.75,0.621,2442350202,10832664498,0.6094,10832664498,上交所,393442374567.36,393442374567.36
71,中国平安,-0.02,21478,601318,2017-02-16,36.3,36.19,36.43,34781714,36.42,12.24,36.32,0.66,0.321,1261768664,10832664498,-0.0551,10832664498,上交所,393225721277.39996,393225721277.39996
72,中国平安,-0.04,26468,601318,2017-02-17,36.26,36.2,36.66,52550389,36.36,12.23,36.3,1.27,0.485,1915834762,10832664498,-0.1102,10832664498,上交所,392792414697.48,392792414697.48
73,中国平安,0.56,35636,601318,2017-02-20,36.82,36.25,36.89,74144223,36.31,12.42,36.26,1.77,0.684,2715553500,10832664498,1.5444,10832664498,上交所,398858706816.36,398858706816.36
74,中国平安,-0.05,32276,601318,2017-02-21,36.77,36.7,37.18,54833169,36.83,12.4,36.82,1.31,0.506,2024707040,10832664498,-0.1358,10832664498,上交所,398317073591.46,398317073591.46
75,中国平安,0.05,18590,601318,2017-02-22,36.82,36.67,36.92,38041992,36.88,12.42,36.77,0.68,0.351,1400124080,10832664498,0.136,10832664498,上交所,398858706816.36,398858706816.36
76,中国平安,-0.3,26172,601318,2017-02-23,36.52,36.44,36.89,45952080,36.77,12.32,36.82,1.23,0.424,1681434618,10832664498,-0.8148,10832664498,上交所,395608907466.96,395608907466.96
77,中国平安,0.04,18757,601318,2017-02-24,36.56,36.36,36.57,25683349,36.53,12.33,36.52,0.58,0.237,936256080,10832664498,0.1095,10832664498,上交所,396042214046.88,396042214046.88
78,中国平安,-0.24,21377,601318,2017-02-27,36.32,36.21,36.64,40140682,36.51,12.25,36.56,1.19,0.371,1461978561,10832664498,-0.6565,10832664498,上交所,393442374567.36,393442374567.36
79,中国平安,-0.09,16868,601318,2017-02-28,36.23,36.19,36.44,26846910,36.32,12.22,36.32,0.69,0.248,973920023,10832664498,-0.2478,10832664498,上交所,392467434762.54,392467434762.54
80,中国平安,-0.07,21278,601318,2017-03-01,36.16,36.13,36.32,35508177,36.26,12.2,36.23,0.53,0.328,1286566444,10832664498,-0.1932,10832664498,上交所,391709148247.68,391709148247.68
81,中国平安,-0.3,31439,601318,2017-03-02,35.86,35.84,36.34,46565680,36.34,12.09,36.16,1.4,0.43,1677956501,10832664498,-0.8296,10832664498,上交所,388459348898.27997,388459348898.27997
82,中国平安,-0.01,18577,601318,2017-03-03,35.85,35.71,35.94,25135446,35.8,12.09,35.86,0.64,0.232,900105329,10832664498,-0.0279,10832664498,上交所,388351022253.3,388351022253.3
83,中国平安,-0.02,20925,601318,2017-03-06,35.83,35.75,35.94,28671714,35.81,12.08,35.85,0.53,0.265,1027741367,10832664498,-0.0558,10832664498,上交所,388134368963.33997,388134368963.33997
84,中国平安,0.13,16573,601318,2017-03-07,35.96,35.8,35.97,23721119,35.83,12.13,35.83,0.47,0.219,851204570,10832664498,0.3628,10832664498,上交所,389542615348.08,389542615348.08
85,中国平安,-0.14,16582,601318,2017-03-08,35.82,35.77,35.92,22285684,35.9,12.08,35.96,0.42,0.206,798679796,10832664498,-0.3893,10832664498,上交所,388026042318.36,388026042318.36
86,中国平安,-0.04,23871,601318,2017-03-09,35.78,35.5,35.8,37796652,35.77,12.07,35.82,0.85,0.349,1347204348,10832664498,-0.1117,10832664498,上交所,387592735738.44,387592735738.44
87,中国平安,-0.18,17371,601318,2017-03-10,35.6,35.58,35.77,20744676,35.71,12.01,35.78,0.53,0.192,739538476,10832664498,-0.5031,10832664498,上交所,385642856128.8,385642856128.8
88,中国平安,0.37,23326,601318,2017-03-13,35.97,35.56,36.04,35999002,35.6,12.13,35.6,1.35,0.332,1291416185,10832664498,1.0393,10832664498,上交所,389650941993.06,389650941993.06
89,中国平安,-0.03,15408,601318,2017-03-14,35.94,35.81,36.13,27696420,35.99,12.12,35.97,0.89,0.256,995908965,10832664498,-0.0834,10832664498,上交所,389325962058.12,389325962058.12
90,中国平安,0.02,16076,601318,2017-03-15,35.96,35.76,36.0,26872050,35.88,12.13,35.94,0.67,0.248,964386172,10832664498,0.0556,10832664498,上交所,389542615348.08,389542615348.08
91,中国平安,0.11,20849,601318,2017-03-16,36.07,35.97,36.24,39164100,36.1,12.16,35.96,0.75,0.362,1412921473,10832664498,0.3059,10832664498,上交所,390734208442.86,390734208442.86
92,中国平安,-0.32,28282,601318,2017-03-17,35.75,35.62,36.22,54262154,36.12,12.06,36.07,1.68,0.501,1951604325,10832664498,-0.8872,10832664498,上交所,387267755803.5,387267755803.5
93,中国平安,0.08,22247,601318,2017-03-20,35.83,35.66,35.96,42458939,35.76,12.08,35.75,0.84,0.392,1518417732,10832664498,0.2238,10832664498,上交所,388134368963.33997,388134368963.33997
94,中国平安,0.44,36361,601318,2017-03-21,36.27,35.87,36.29,97008407,36.03,12.23,35.83,1.17,0.896,3497702318,10832664498,1.228,10832664498,上交所,392900741342.46,392900741342.46
95,中国平安,-0.27,27975,601318,2017-03-22,36.0,35.81,36.23,52790683,36.09,12.14,36.27,1.17,0.487,1900860425,10832664498,-0.7444,10832664498,上交所,389975921928.0,389975921928.0
96,中国平安,0.57,56358,601318,2017-03-23,36.57,36.14,36.93,120905943,36.18,12.33,36.0,2.19,1.116,4423299981,10832664498,1.5833,10832664498,上交所,396150540691.86,396150540691.86
97,中国平安,-0.02,50209,601318,2017-03-24,36.55,36.2,37.11,94401638,36.65,12.33,36.57,2.51,0.871,3453351568,10832664498,-0.0547,10832664498,上交所,395933887401.89996,395933887401.89996
98,中国平安,0.19,56659,601318,2017-03-27,36.74,36.5,37.28,122860195,36.51,12.39,36.55,2.14,1.134,4533273391,10832664498,0.5198,10832664498,上交所,397992093656.52,397992093656.52
99,中国平安,-0.01,26051,601318,2017-03-28,36.73,36.61,36.97,52334690,36.77,12.39,36.74,0.98,0.483,1923728610,10832664498,-0.0272,10832664498,上交所,397883767011.54,397883767011.54
100,中国平安,0.05,25086,601318,2017-03-29,36.78,36.69,37.04,52522665,36.89,12.4,36.73,0.95,0.485,1933615709,10832664498,0.1361,10832664498,上交所,398425400236.44,398425400236.44
101,中国平安,-0.03,25630,601318,2017-03-30,36.75,36.4,36.79,49288130,36.71,12.39,36.78,1.07,0.455,1804688804,10832664498,-0.0816,10832664498,上交所,398100420301.5,398100420301.5
102,中国平安,0.26,31824,601318,2017-03-31,37.01,36.58,37.14,63799619,36.68,12.48,36.75,1.53,0.589,2355407321,10832664498,0.7075,10832664498,上交所,400916913070.98,400916913070.98
103,中国平安,0.09,27747,601318,2017-04-05,37.1,36.99,37.3,61349985,37.1,12.51,37.01,0.84,0.566,2276342315,10832664498,0.2432,10832664498,上交所,401891852875.8,401891852875.8
104,中国平安,-0.14,24735,601318,2017-04-06,36.96,36.78,37.13,52331352,37.11,12.47,37.1,0.95,0.483,1932690704,10832664498,-0.3774,10832664498,上交所,400375279846.08,400375279846.08
105,中国平安,-0.36,37928,601318,2017-04-07,36.6,36.56,37.01,64760921,36.94,12.34,36.96,1.23,0.598,2376814017,10832664498,-0.974,10832664498,上交所,396475520626.8,396475520626.8
106,中国平安,-0.15,25128,601318,2017-04-10,36.45,36.38,36.71,48441796,36.56,12.29,36.6,0.91,0.447,1768312458,10832664498,-0.4098,10832664498,上交所,394850620952.10004,394850620952.10004
107,中国平安,-0.26,43817,601318,2017-04-11,36.19,35.84,36.6,63322577,36.45,12.21,36.45,2.12,0.585,2289209326,10832664498,-0.7133,10832664498,上交所,392034128182.62,392034128182.62
108,中国平安,-0.18,31546,601318,2017-04-12,36.01,34.9,36.32,66507762,36.17,12.14,36.19,4.07,0.614,2390144179,10832664498,-0.4974,10832664498,上交所,390084248572.98,390084248572.98
109,中国平安,-0.11,23389,601318,2017-04-13,35.9,35.8,36.09,38759046,35.8,12.11,36.01,0.81,0.358,1393274811,10832664498,-0.3055,10832664498,上交所,388892655478.2,388892655478.2
110,中国平安,-0.01,22857,601318,2017-04-14,35.89,35.66,36.04,37091529,35.9,12.1,35.9,1.07,0.342,1329735399,10832664498,-0.0279,10832664498,上交所,388784328833.22003,388784328833.22003
111,中国平安,0.13,21178,601318,2017-04-17,36.02,35.67,36.07,37660299,35.81,12.15,35.89,1.12,0.348,1351965562,10832664498,0.3622,10832664498,上交所,390192575217.96,390192575217.96
112,中国平安,-0.32,26090,601318,2017-04-18,35.7,35.67,36.09,35523028,36.0,12.04,36.02,1.18,0.328,1274754660,10832664498,-0.8884,10832664498,上交所,386726122578.60004,386726122578.60004
113,中国平安,-0.19,29862,601318,2017-04-19,35.51,35.47,35.85,48705008,35.68,11.98,35.7,1.07,0.45,1734152448,10832664498,-0.5322,10832664498,上交所,384667916323.98,384667916323.98
114,中国平安,0.29,25108,601318,2017-04-20,35.8,35.56,35.91,41604810,35.66,12.07,35.51,0.98,0.384,1486331412,10832664498,0.8167,10832664498,上交所,387809389028.39996,387809389028.39996
115,中国平安,0.29,28357,601318,2017-04-21,36.09,35.65,36.26,52520305,35.81,12.17,35.8,1.71,0.485,1897448393,10832664498,0.8101,10832664498,上交所,390950861732.82,390950861732.82
116,中国平安,0.08,28028,601318,2017-04-24,36.17,35.99,36.26,54992292,36.09,12.2,36.09,0.75,0.508,1989033149,10832664498,0.2217,10832664498,上交所,391817474892.66003,391817474892.66003
117,中国平安,0.31,27869,601318,2017-04-25,36.48,36.12,36.56,61281318,36.17,12.3,36.17,1.22,0.566,2230735125,10832664498,0.8571,10832664498,上交所,395175600887.04,395175600887.04
118,中国平安,1.03,79916,601318,2017-04-26,37.51,36.47,37.92,160935910,36.57,12.65,36.48,3.98,1.486,6010681228,10832664498,2.8235,10832664498,上交所,406333245319.98,406333245319.98
119,中国平安,0.31,56803,601318,2017-04-27,37.82,37.44,38.26,125005458,37.49,12.76,37.51,2.19,1.154,4732657328,10832664498,0.8264,10832664498,上交所,409691371314.36,409691371314.36
120,中国平安,0.14,28522,601318,2017-04-28,37.96,37.61,38.07,67866387,37.9,12.8,37.82,1.22,0.626,2568647819,10832664498,0.3702,10832664498,上交所,411207944344.08,411207944344.08
121,中国平安,-0.05,36071,601318,2017-05-02,37.91,37.8,38.38,61932539,37.8,11.11,37.96,1.53,0.572,2359210184,10832664498,-0.1317,10832664498,上交所,410666311119.18,410666311119.18
122,中国平安,0.09,28910,601318,2017-05-03,38.0,37.82,38.28,50538386,37.95,11.13,37.91,1.22,0.467,1920918772,10832664498,0.2374,10832664498,上交所,411641250924.0,411641250924.0
123,中国平安,-0.18,27226,601318,2017-05-04,37.82,37.73,38.1,54857355,37.95,11.08,38.0,0.98,0.506,2080732893,10832664498,-0.4737,10832664498,上交所,409691371314.36,409691371314.36
124,中国平安,-0.56,33122,601318,2017-05-05,37.26,37.2,37.86,62397960,37.7,10.92,37.82,1.77,0.576,2337681712,10832664498,-1.4807,10832664498,上交所,403625079195.48,403625079195.48
125,中国平安,0.53,50011,601318,2017-05-08,37.79,37.24,38.12,95293243,37.26,11.07,37.26,2.36,0.88,3609995304,10832664498,1.4224,10832664498,上交所,409366391379.42,409366391379.42
126,中国平安,0.2,29540,601318,2017-05-09,37.99,37.71,38.08,59518293,37.71,11.13,37.79,0.98,0.549,2258188097,10832664498,0.5292,10832664498,上交所,411532924279.02,411532924279.02
127,中国平安,1.85,87968,601318,2017-05-10,39.84,38.01,40.05,158920371,38.03,11.67,37.99,5.37,1.467,6249692993,10832664498,4.8697,10832664498,上交所,431573353600.32,431573353600.32
128,中国平安,-0.07,43498,601318,2017-05-11,39.77,39.56,40.09,82779446,39.8,11.65,39.84,1.34,0.764,3296766911,10832664498,-0.1757,10832664498,上交所,430815067085.46,430815067085.46
129,中国平安,1.18,67638,601318,2017-05-12,40.95,39.7,41.3,120017119,39.7,12.0,39.77,4.03,1.108,4897614123,10832664498,2.9671,10832664498,上交所,443597611193.10004,443597611193.10004
130,中国平安,-0.05,49692,601318,2017-05-15,40.9,40.62,41.96,71622420,41.22,11.98,40.95,3.3,0.661,2960377186,10832664498,-0.1221,10832664498,上交所,443055977968.2,443055977968.2
131,中国平安,0.19,38501,601318,2017-05-16,41.09,40.68,41.3,62986281,40.9,12.04,40.9,1.52,0.581,2582208680,10832664498,0.4645,10832664498,上交所,445114184222.82,445114184222.82
132,中国平安,-0.67,43686,601318,2017-05-17,40.42,40.19,41.09,77910638,41.0,11.84,41.09,2.24,0.719,3156764513,10832664498,-1.6306,10832664498,上交所,437856299009.16003,437856299009.16003
133,中国平安,0.2,31089,601318,2017-05-18,40.62,40.06,41.08,58167880,40.06,11.9,40.42,2.55,0.537,2368295170,10832664498,0.4948,10832664498,上交所,440022831908.75995,440022831908.75995
134,中国平安,0.39,26908,601318,2017-05-19,41.01,40.59,41.33,42046764,40.59,12.02,40.62,1.82,0.388,1727706874,10832664498,0.9601,10832664498,上交所,444247571062.98,444247571062.98
135,中国平安,1.83,72789,601318,2017-05-22,42.84,41.03,43.02,102557092,41.03,12.55,41.01,4.85,0.947,4349844018,10832664498,4.4623,10832664498,上交所,464071347094.32,464071347094.32
136,中国平安,0.33,73846,601318,2017-05-23,43.17,42.85,44.18,106099037,43.0,12.65,42.84,3.1,0.979,4628619016,10832664498,0.7703,10832664498,上交所,467646126378.66003,467646126378.66003
137,中国平安,-0.14,54041,601318,2017-05-24,43.03,41.97,43.54,81351957,43.0,12.61,43.17,3.74,0.751,3491155434,10832664498,-0.3243,10832664498,上交所,466129553348.94,466129553348.94
138,中国平安,2.46,79971,601318,2017-05-25,45.49,42.95,45.56,138989996,43.0,13.33,43.03,6.08,1.283,6178137404,10832664498,5.7169,10832664498,上交所,492777908014.02,492777908014.02
139,中国平安,-0.31,52713,601318,2017-05-26,45.18,44.86,45.85,78361301,45.4,13.24,45.49,2.21,0.723,3547666748,10832664498,-0.6815,10832664498,上交所,489419782019.64,489419782019.64
