,code,market,decimal,prePrice,details
448,688103,1,2,53.73,"13:17:33,50.81,2,1,1"
449,688103,1,2,53.73,"13:18:18,50.83,15,2,1"
450,688103,1,2,53.73,"13:18:33,50.83,1,1,1"
451,688103,1,2,53.73,"13:18:36,50.81,4,2,1"
452,688103,1,2,53.73,"13:18:39,50.80,3,1,1"
453,688103,1,2,53.73,"13:18:42,50.80,3,1,2"
454,688103,1,2,53.73,"13:18:51,50.80,8,1,2"
455,688103,1,2,53.73,"13:18:54,50.80,8,3,2"
456,688103,1,2,53.73,"13:18:57,50.83,3,2,2"
457,688103,1,2,53.73,"13:19:00,50.98,80,16,2"
458,688103,1,2,53.73,"13:19:03,50.98,4,2,2"
459,688103,1,2,53.73,"13:19:06,51.01,4,2,2"
460,688103,1,2,53.73,"13:19:12,51.01,9,1,2"
461,688103,1,2,53.73,"13:19:18,51.30,4,2,2"
462,688103,1,2,53.73,"13:19:33,51.24,4,1,2"
463,688103,1,2,53.73,"13:19:39,51.25,4,2,2"
464,688103,1,2,53.73,"13:19:51,51.29,4,1,2"
465,688103,1,2,53.73,"13:19:54,51.00,5,2,1"
466,688103,1,2,53.73,"13:19:57,51.29,5,1,2"
467,688103,1,2,53.73,"13:20:09,51.00,2,1,1"
468,688103,1,2,53.73,"13:20:15,51.00,5,1,1"
469,688103,1,2,53.73,"13:20:21,51.00,2,1,2"
470,688103,1,2,53.73,"13:20:33,50.98,19,6,1"
471,688103,1,2,53.73,"13:20:36,50.96,3,1,2"
472,688103,1,2,53.73,"13:21:00,50.86,2,1,1"
473,688103,1,2,53.73,"13:21:06,50.86,4,1,2"
474,688103,1,2,53.73,"13:21:12,50.84,2,1,1"
475,688103,1,2,53.73,"13:21:30,50.83,11,2,1"
476,688103,1,2,53.73,"13:21:33,50.82,3,1,1"
477,688103,1,2,53.73,"13:21:51,50.70,3,1,1"
478,688103,1,2,53.73,"13:22:06,50.70,2,2,2"
479,688103,1,2,53.73,"13:22:09,50.81,2,1,2"
480,688103,1,2,53.73,"13:22:30,50.84,2,1,2"
481,688103,1,2,53.73,"13:22:33,50.69,4,1,1"
482,688103,1,2,53.73,"13:22:36,50.84,4,1,2"
483,688103,1,2,53.73,"13:22:39,50.84,2,1,2"
484,688103,1,2,53.73,"13:23:00,50.84,2,1,2"
485,688103,1,2,53.73,"13:23:24,50.84,2,1,2"
486,688103,1,2,53.73,"13:23:51,50.84,59,3,2"
487,688103,1,2,53.73,"13:23:54,50.69,5,4,1"
488,688103,1,2,53.73,"13:23:57,50.85,2,1,2"
489,688103,1,2,53.73,"13:24:09,50.85,2,1,2"
490,688103,1,2,53.73,"13:24:30,50.85,2,1,2"
491,688103,1,2,53.73,"13:24:33,50.73,4,1,1"
492,688103,1,2,53.73,"13:24:42,50.85,2,1,2"
493,688103,1,2,53.73,"13:25:00,50.85,2,1,2"
494,688103,1,2,53.73,"13:25:12,50.74,2,1,1"
495,688103,1,2,53.73,"13:25:51,50.86,2,2,2"
496,688103,1,2,53.73,"13:26:18,50.86,2,1,2"
497,688103,1,2,53.73,"13:26:34,50.74,1,1,1"
498,688103,1,2,53.73,"13:27:03,50.73,2,1,1"
499,688103,1,2,53.73,"13:27:07,50.74,2,1,2"
500,688103,1,2,53.73,"13:27:55,50.73,5,1,1"
501,688103,1,2,53.73,"13:28:34,50.73,4,2,1"
502,688103,1,2,53.73,"13:29:13,50.85,2,1,2"
503,688103,1,2,53.73,"13:29:19,50.85,2,1,2"
504,688103,1,2,53.73,"13:30:34,50.73,4,2,1"
505,688103,1,2,53.73,"13:30:37,50.86,2,1,2"
506,688103,1,2,53.73,"13:31:55,50.74,5,3,1"
507,688103,1,2,53.73,"13:32:22,50.86,2,1,2"
508,688103,1,2,53.73,"13:32:25,50.86,47,1,2"
509,688103,1,2,53.73,"13:32:31,50.99,4,1,2"
510,688103,1,2,53.73,"13:32:34,50.86,4,1,1"
511,688103,1,2,53.73,"13:32:37,50.99,4,1,2"
512,688103,1,2,53.73,"13:32:46,50.99,2,1,2"
513,688103,1,2,53.73,"13:32:55,51.00,31,3,2"
514,688103,1,2,53.73,"13:33:04,51.29,4,1,2"
515,688103,1,2,53.73,"13:33:13,51.27,4,1,2"
516,688103,1,2,53.73,"13:34:31,51.21,3,2,2"
517,688103,1,2,53.73,"13:34:34,51.01,3,1,1"
518,688103,1,2,53.73,"13:34:37,51.01,1,1,2"
519,688103,1,2,53.73,"13:35:28,51.03,4,1,1"
520,688103,1,2,53.73,"13:35:55,51.02,2,1,1"
521,688103,1,2,53.73,"13:35:58,51.02,3,1,2"
522,688103,1,2,53.73,"13:36:34,51.03,4,3,1"
523,688103,1,2,53.73,"13:36:52,51.04,2,1,1"
524,688103,1,2,53.73,"13:38:34,51.05,4,2,1"
525,688103,1,2,53.73,"13:39:55,51.05,5,3,1"
526,688103,1,2,53.73,"13:40:34,51.05,1,1,1"
527,688103,1,2,53.73,"13:40:37,51.04,1,1,1"
528,688103,1,2,53.73,"13:40:52,51.02,3,1,1"
529,688103,1,2,53.73,"13:40:58,51.01,8,1,1"
530,688103,1,2,53.73,"13:41:01,51.02,3,1,2"
531,688103,1,2,53.73,"13:41:34,51.02,3,1,1"
532,688103,1,2,53.73,"13:42:34,51.02,3,2,1"
533,688103,1,2,53.73,"13:42:37,51.01,3,1,1"
534,688103,1,2,53.73,"13:42:43,51.01,2,2,1"
535,688103,1,2,53.73,"13:43:37,51.01,2,1,1"
536,688103,1,2,53.73,"13:43:43,51.01,3,1,1"
537,688103,1,2,53.73,"13:43:46,51.01,3,1,1"
538,688103,1,2,53.73,"13:43:52,51.00,14,1,1"
539,688103,1,2,53.73,"13:43:55,51.00,5,2,1"
540,688103,1,2,53.73,"13:43:58,51.00,4,2,1"
541,688103,1,2,53.73,"13:44:01,51.01,2,1,1"
542,688103,1,2,53.73,"13:44:34,50.88,4,2,1"
543,688103,1,2,53.73,"13:45:40,50.95,2,1,1"
544,688103,1,2,53.73,"13:46:34,50.95,1,1,1"
545,688103,1,2,53.73,"13:47:34,50.90,2,1,1"
546,688103,1,2,53.73,"13:47:37,50.89,2,2,1"
547,688103,1,2,53.73,"13:47:40,50.90,2,2,2"
548,688103,1,2,53.73,"13:47:43,50.89,6,2,1"
549,688103,1,2,53.73,"13:47:46,50.87,2,1,1"
550,688103,1,2,53.73,"13:47:52,50.86,13,1,1"
551,688103,1,2,53.73,"13:47:55,50.86,14,6,1"
552,688103,1,2,53.73,"13:47:58,50.86,1,1,1"
553,688103,1,2,53.73,"13:48:01,50.81,3,1,1"
554,688103,1,2,53.73,"13:48:04,50.80,2,1,1"
555,688103,1,2,53.73,"13:48:34,50.75,3,1,1"
556,688103,1,2,53.73,"13:48:37,50.75,1,1,2"
557,688103,1,2,53.73,"13:50:34,50.76,1,1,1"
558,688103,1,2,53.73,"13:50:37,50.74,3,1,1"
559,688103,1,2,53.73,"13:50:43,50.75,3,1,1"
560,688103,1,2,53.73,"13:50:52,50.75,3,1,1"
561,688103,1,2,53.73,"13:51:34,50.65,2,1,1"
562,688103,1,2,53.73,"13:51:37,50.65,1,1,2"
563,688103,1,2,53.73,"13:51:55,50.76,8,4,2"
564,688103,1,2,53.73,"13:52:19,50.76,2,2,2"
565,688103,1,2,53.73,"13:52:34,50.63,4,2,1"
566,688103,1,2,53.73,"13:53:01,50.64,3,1,1"
567,688103,1,2,53.73,"13:53:13,50.64,3,1,1"
568,688103,1,2,53.73,"13:53:16,50.64,3,1,2"
569,688103,1,2,53.73,"13:53:46,50.76,3,2,2"
570,688103,1,2,53.73,"13:54:34,50.64,4,2,1"
571,688103,1,2,53.73,"13:55:55,50.65,5,2,1"
572,688103,1,2,53.73,"13:56:34,50.66,4,2,1"
573,688103,1,2,53.73,"13:58:10,50.67,2,1,1"
574,688103,1,2,53.73,"13:58:13,50.66,3,1,2"
575,688103,1,2,53.73,"13:58:34,50.65,4,1,1"
576,688103,1,2,53.73,"13:58:37,50.65,14,1,1"
577,688103,1,2,53.73,"13:58:43,50.65,13,3,1"
578,688103,1,2,53.73,"13:58:46,50.65,3,1,1"
579,688103,1,2,53.73,"13:58:52,50.65,2,1,1"
580,688103,1,2,53.73,"13:58:58,50.65,3,1,1"
581,688103,1,2,53.73,"13:59:07,50.64,4,2,1"
582,688103,1,2,53.73,"13:59:10,50.63,14,2,1"
583,688103,1,2,53.73,"13:59:13,50.61,15,6,1"
584,688103,1,2,53.73,"13:59:16,50.60,48,7,1"
585,688103,1,2,53.73,"13:59:19,50.60,3,2,1"
586,688103,1,2,53.73,"13:59:22,50.51,7,2,1"
587,688103,1,2,53.73,"13:59:28,50.50,15,3,1"
588,688103,1,2,53.73,"13:59:43,50.50,3,1,2"
589,688103,1,2,53.73,"13:59:49,50.37,2,1,1"
590,688103,1,2,53.73,"13:59:52,50.39,4,1,1"
591,688103,1,2,53.73,"13:59:55,50.40,5,1,1"
592,688103,1,2,53.73,"14:00:25,50.32,2,1,1"
593,688103,1,2,53.73,"14:00:34,50.24,3,1,1"
594,688103,1,2,53.73,"14:00:43,50.24,2,2,2"
595,688103,1,2,53.73,"14:01:07,50.24,2,1,2"
596,688103,1,2,53.73,"14:01:16,50.24,8,1,2"
597,688103,1,2,53.73,"14:01:55,50.22,2,1,1"
598,688103,1,2,53.73,"14:02:01,50.24,3,1,2"
599,688103,1,2,53.73,"14:02:34,50.21,3,1,1"
600,688103,1,2,53.73,"14:02:37,50.21,13,5,2"
601,688103,1,2,53.73,"14:02:40,50.20,3,1,1"
602,688103,1,2,53.73,"14:03:04,50.20,6,3,2"
603,688103,1,2,53.73,"14:03:07,50.20,4,1,2"
604,688103,1,2,53.73,"14:03:43,50.12,2,1,1"
605,688103,1,2,53.73,"14:03:55,50.11,3,1,1"
606,688103,1,2,53.73,"14:03:58,50.10,3,2,1"
607,688103,1,2,53.73,"14:04:19,50.10,8,3,1"
608,688103,1,2,53.73,"14:04:22,50.11,25,7,2"
609,688103,1,2,53.73,"14:04:31,50.13,5,2,1"
610,688103,1,2,53.73,"14:04:49,50.11,19,5,1"
611,688103,1,2,53.73,"14:04:52,50.14,5,4,2"
612,688103,1,2,53.73,"14:05:25,50.19,4,2,2"
613,688103,1,2,53.73,"14:05:34,50.12,2,1,1"
614,688103,1,2,53.73,"14:06:28,50.05,8,4,1"
615,688103,1,2,53.73,"14:06:31,50.05,2,1,2"
616,688103,1,2,53.73,"14:06:34,50.11,8,2,2"
617,688103,1,2,53.73,"14:06:49,50.01,38,6,1"
618,688103,1,2,53.73,"14:07:04,50.02,2,1,1"
619,688103,1,2,53.73,"14:07:31,50.02,1,1,1"
620,688103,1,2,53.73,"14:07:34,50.02,2,1,2"
621,688103,1,2,53.73,"14:08:04,50.11,13,3,2"
622,688103,1,2,53.73,"14:08:07,50.12,2,1,2"
623,688103,1,2,53.73,"14:09:07,50.19,2,1,2"
624,688103,1,2,53.73,"14:09:19,50.38,2,1,2"
625,688103,1,2,53.73,"14:09:22,50.39,2,1,2"
626,688103,1,2,53.73,"14:09:43,50.39,4,1,2"
627,688103,1,2,53.73,"14:09:49,50.38,4,2,1"
628,688103,1,2,53.73,"14:10:07,50.38,1,1,1"
629,688103,1,2,53.73,"14:10:13,50.38,6,2,1"
630,688103,1,2,53.73,"14:10:16,50.38,2,1,1"
631,688103,1,2,53.73,"14:10:19,50.39,3,2,2"
632,688103,1,2,53.73,"14:11:34,50.22,2,1,1"
633,688103,1,2,53.73,"14:13:07,50.22,2,1,1"
634,688103,1,2,53.73,"14:13:10,50.21,3,1,1"
635,688103,1,2,53.73,"14:13:13,50.21,2,1,1"
636,688103,1,2,53.73,"14:13:16,50.20,6,2,1"
637,688103,1,2,53.73,"14:15:34,50.22,22,2,2"
638,688103,1,2,53.73,"14:15:37,50.22,2,1,2"
639,688103,1,2,53.73,"14:17:13,50.21,8,1,1"
640,688103,1,2,53.73,"14:17:31,50.22,6,1,2"
641,688103,1,2,53.73,"14:19:19,50.22,14,2,1"
642,688103,1,2,53.73,"14:20:04,50.21,32,1,1"
643,688103,1,2,53.73,"14:20:10,50.20,13,4,1"
644,688103,1,2,53.73,"14:20:13,50.21,3,2,2"
645,688103,1,2,53.73,"14:20:19,50.20,2,1,1"
646,688103,1,2,53.73,"14:20:31,50.20,1,1,1"
647,688103,1,2,53.73,"14:20:37,50.19,2,1,1"
648,688103,1,2,53.73,"14:23:04,50.20,2,1,1"
649,688103,1,2,53.73,"14:23:13,50.20,1,1,1"
650,688103,1,2,53.73,"14:23:49,50.18,15,5,1"
651,688103,1,2,53.73,"14:24:13,50.20,2,1,1"
652,688103,1,2,53.73,"14:24:19,50.21,12,1,2"
653,688103,1,2,53.73,"14:24:46,50.21,1,1,2"
654,688103,1,2,53.73,"14:24:58,50.22,2,1,2"
655,688103,1,2,53.73,"14:25:16,50.22,2,1,2"
656,688103,1,2,53.73,"14:25:22,50.20,10,3,1"
657,688103,1,2,53.73,"14:25:25,50.21,3,1,2"
658,688103,1,2,53.73,"14:25:46,50.20,3,1,1"
659,688103,1,2,53.73,"14:26:10,50.18,12,3,1"
660,688103,1,2,53.73,"14:26:16,50.18,8,3,1"
661,688103,1,2,53.73,"14:26:19,50.11,2,1,1"
662,688103,1,2,53.73,"14:26:37,50.12,1,1,1"
663,688103,1,2,53.73,"14:26:40,50.11,2,2,1"
664,688103,1,2,53.73,"14:26:46,50.12,3,1,2"
665,688103,1,2,53.73,"14:26:58,50.12,3,1,1"
666,688103,1,2,53.73,"14:27:01,50.11,1,1,1"
667,688103,1,2,53.73,"14:27:04,50.09,9,3,1"
668,688103,1,2,53.73,"14:27:07,50.06,1,1,1"
669,688103,1,2,53.73,"14:27:10,50.06,9,2,1"
670,688103,1,2,53.73,"14:27:13,50.07,3,1,1"
671,688103,1,2,53.73,"14:27:16,50.09,8,5,2"
672,688103,1,2,53.73,"14:27:22,50.08,2,1,1"
673,688103,1,2,53.73,"14:27:28,50.08,1,1,1"
674,688103,1,2,53.73,"14:28:01,50.06,2,1,1"
675,688103,1,2,53.73,"14:28:04,50.05,6,3,1"
676,688103,1,2,53.73,"14:28:07,50.06,3,1,2"
677,688103,1,2,53.73,"14:28:25,50.07,3,1,2"
678,688103,1,2,53.73,"14:28:52,50.06,2,1,1"
679,688103,1,2,53.73,"14:29:04,50.06,3,1,1"
680,688103,1,2,53.73,"14:29:49,50.05,11,3,1"
681,688103,1,2,53.73,"14:29:55,50.05,2,1,2"
682,688103,1,2,53.73,"14:30:10,50.03,2,1,1"
683,688103,1,2,53.73,"14:30:31,50.01,8,4,1"
684,688103,1,2,53.73,"14:30:37,50.02,14,4,2"
685,688103,1,2,53.73,"14:30:52,50.00,64,11,1"
686,688103,1,2,53.73,"14:30:55,50.03,2,1,2"
687,688103,1,2,53.73,"14:31:01,50.03,3,1,2"
688,688103,1,2,53.73,"14:31:10,50.00,10,4,1"
689,688103,1,2,53.73,"14:31:19,50.02,2,1,1"
690,688103,1,2,53.73,"14:31:28,50.02,10,3,2"
691,688103,1,2,53.73,"14:31:46,50.01,2,1,2"
692,688103,1,2,53.73,"14:32:07,50.00,10,3,2"
693,688103,1,2,53.73,"14:33:07,49.98,8,3,2"
694,688103,1,2,53.73,"14:33:16,49.98,2,1,2"
695,688103,1,2,53.73,"14:34:10,49.97,2,1,2"
696,688103,1,2,53.73,"14:34:34,49.96,43,2,2"
697,688103,1,2,53.73,"14:34:46,49.97,22,3,2"
698,688103,1,2,53.73,"14:35:07,49.96,6,3,2"
699,688103,1,2,53.73,"14:35:49,49.95,2,1,1"
700,688103,1,2,53.73,"14:35:52,49.95,20,1,2"
701,688103,1,2,53.73,"14:36:01,49.87,33,11,1"
702,688103,1,2,53.73,"14:36:04,49.87,9,3,2"
703,688103,1,2,53.73,"14:36:07,49.50,33,10,1"
704,688103,1,2,53.73,"14:36:10,49.95,68,3,2"
705,688103,1,2,53.73,"14:36:37,49.94,5,2,1"
706,688103,1,2,53.73,"14:36:43,49.94,3,1,2"
707,688103,1,2,53.73,"14:36:49,49.94,3,1,2"
708,688103,1,2,53.73,"14:36:55,49.94,3,1,2"
709,688103,1,2,53.73,"14:37:01,49.94,3,1,2"
710,688103,1,2,53.73,"14:37:07,49.94,11,4,2"
711,688103,1,2,53.73,"14:37:16,49.93,3,1,2"
712,688103,1,2,53.73,"14:37:22,49.92,3,1,2"
713,688103,1,2,53.73,"14:37:28,49.92,2,1,2"
714,688103,1,2,53.73,"14:37:37,49.92,3,1,2"
715,688103,1,2,53.73,"14:37:43,49.92,2,1,2"
716,688103,1,2,53.73,"14:37:52,49.92,3,1,2"
717,688103,1,2,53.73,"14:37:55,49.92,3,1,2"
718,688103,1,2,53.73,"14:38:04,49.92,3,1,2"
719,688103,1,2,53.73,"14:38:07,49.91,16,4,1"
720,688103,1,2,53.73,"14:38:10,49.91,2,1,2"
721,688103,1,2,53.73,"14:38:19,49.90,3,1,2"
722,688103,1,2,53.73,"14:38:25,49.91,3,2,2"
723,688103,1,2,53.73,"14:38:31,49.91,5,2,2"
724,688103,1,2,53.73,"14:38:34,49.91,4,1,2"
725,688103,1,2,53.73,"14:38:40,49.92,45,5,2"
726,688103,1,2,53.73,"14:38:43,49.76,9,3,1"
727,688103,1,2,53.73,"14:38:49,49.93,5,3,2"
728,688103,1,2,53.73,"14:38:55,49.91,3,1,2"
729,688103,1,2,53.73,"14:39:01,49.91,3,1,2"
730,688103,1,2,53.73,"14:39:04,49.91,8,3,2"
731,688103,1,2,53.73,"14:39:07,49.99,34,4,2"
732,688103,1,2,53.73,"14:39:52,49.91,8,1,1"
733,688103,1,2,53.73,"14:40:22,49.97,12,3,2"
734,688103,1,2,53.73,"14:40:25,49.97,4,1,2"
735,688103,1,2,53.73,"14:40:49,49.97,21,4,2"
736,688103,1,2,53.73,"14:41:07,49.96,10,3,1"
737,688103,1,2,53.73,"14:41:37,49.90,4,2,1"
738,688103,1,2,53.73,"14:42:34,49.88,9,2,1"
739,688103,1,2,53.73,"14:42:37,49.87,4,1,2"
740,688103,1,2,53.73,"14:43:04,49.87,2,1,2"
741,688103,1,2,53.73,"14:43:46,49.90,71,7,2"
742,688103,1,2,53.73,"14:44:04,49.79,65,10,1"
743,688103,1,2,53.73,"14:44:07,49.78,4,2,2"
744,688103,1,2,53.73,"14:44:10,49.77,11,1,1"
745,688103,1,2,53.73,"14:44:34,49.77,3,1,1"
746,688103,1,2,53.73,"14:44:37,49.77,2,2,1"
747,688103,1,2,53.73,"14:44:52,49.52,91,8,1"
748,688103,1,2,53.73,"14:44:55,49.52,4,2,1"
749,688103,1,2,53.73,"14:45:01,49.52,4,2,2"
750,688103,1,2,53.73,"14:46:37,49.78,3,2,2"
751,688103,1,2,53.73,"14:46:40,49.97,4,1,2"
752,688103,1,2,53.73,"14:47:04,49.96,2,1,1"
753,688103,1,2,53.73,"14:47:34,49.99,2,2,2"
754,688103,1,2,53.73,"14:47:37,49.99,4,2,2"
755,688103,1,2,53.73,"14:47:43,49.96,2,1,1"
756,688103,1,2,53.73,"14:47:49,50.00,10,4,2"
757,688103,1,2,53.73,"14:47:52,49.96,1,1,1"
758,688103,1,2,53.73,"14:48:04,49.96,3,1,2"
759,688103,1,2,53.73,"14:48:43,49.82,6,2,1"
760,688103,1,2,53.73,"14:49:13,49.96,15,2,2"
761,688103,1,2,53.73,"14:49:19,49.96,2,1,2"
762,688103,1,2,53.73,"14:49:22,49.96,15,1,2"
763,688103,1,2,53.73,"14:50:07,49.81,7,4,1"
764,688103,1,2,53.73,"14:50:16,49.81,12,2,1"
765,688103,1,2,53.73,"14:50:19,49.81,2,1,2"
766,688103,1,2,53.73,"14:50:22,50.00,17,4,2"
767,688103,1,2,53.73,"14:50:25,50.00,3,1,2"
768,688103,1,2,53.73,"14:50:55,50.00,30,2,2"
769,688103,1,2,53.73,"14:51:01,50.00,2,1,2"
770,688103,1,2,53.73,"14:51:04,50.17,10,3,2"
771,688103,1,2,53.73,"14:51:16,50.34,5,3,2"
772,688103,1,2,53.73,"14:51:34,50.34,6,2,2"
773,688103,1,2,53.73,"14:52:07,50.34,12,4,2"
774,688103,1,2,53.73,"14:52:10,50.34,2,1,2"
775,688103,1,2,53.73,"14:52:37,50.32,12,1,2"
776,688103,1,2,53.73,"14:53:04,50.01,4,2,1"
777,688103,1,2,53.73,"14:53:16,50.00,10,3,1"
778,688103,1,2,53.73,"14:53:19,50.00,1,1,1"
779,688103,1,2,53.73,"14:53:52,50.00,18,5,2"
780,688103,1,2,53.73,"14:53:58,50.00,2,1,2"
781,688103,1,2,53.73,"14:54:10,50.00,43,10,2"
782,688103,1,2,53.73,"14:54:16,49.96,2,1,2"
783,688103,1,2,53.73,"14:54:34,49.83,9,3,1"
784,688103,1,2,53.73,"14:54:40,49.82,5,1,1"
785,688103,1,2,53.73,"14:54:43,49.77,6,2,1"
786,688103,1,2,53.73,"14:54:58,49.77,16,1,1"
787,688103,1,2,53.73,"14:55:01,49.82,6,2,2"
788,688103,1,2,53.73,"14:55:07,49.77,2,1,1"
789,688103,1,2,53.73,"14:55:13,49.77,19,3,1"
790,688103,1,2,53.73,"14:55:22,49.82,3,2,2"
791,688103,1,2,53.73,"14:55:43,49.82,5,2,2"
792,688103,1,2,53.73,"14:55:49,49.82,34,3,2"
793,688103,1,2,53.73,"14:55:52,49.82,2,1,2"
794,688103,1,2,53.73,"14:55:58,49.82,20,3,2"
795,688103,1,2,53.73,"14:56:01,49.99,2,2,2"
796,688103,1,2,53.73,"14:56:19,50.26,7,2,2"
797,688103,1,2,53.73,"15:00:05,50.18,16,8,1"
